"variable_id","contract_status","contract_role","interface_lane","value_bearing_interface_included","active_by_default","authoritative_variable_id","alias_status","unit","coverage_start","coverage_end","first_fully_supported_year","baseline_start_year","baseline_end_year","warmup_restriction","selection_group","joint_use_authorized","explicit_future_authorization_required","permitted_use","prohibited_use","source_commit","source_stage","source_file"
"LOG_N_NRC_GPIM_2017","DIAGNOSTIC_ONLY","component_diagnostic","diagnostic_reference","no","no","LOG_N_NRC_GPIM_2017","not_alias","natural_log_of_millions_2017_dollars",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"LOG_N_TOT_GPIM_2017","ROBUSTNESS_AUTHORIZED","net_stock_robustness_log","net_robustness_log","yes","no","LOG_N_TOT_GPIM_2017","not_alias","natural_log_of_millions_2017_dollars",1901,2024,1931,1931,2024,"warmup_not_baseline_eligible","net_stock_robustness_representation","not_applicable","no","robustness_log_level","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"N_ME_GPIM_2017","DIAGNOSTIC_ONLY","component_diagnostic","diagnostic_reference","no","no","N_ME_GPIM_2017","not_alias","millions_2017_dollars",1901,2024,1925,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"N_NRC_GPIM_2017","DIAGNOSTIC_ONLY","component_diagnostic","diagnostic_reference","no","no","N_NRC_GPIM_2017","not_alias","millions_2017_dollars",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"N_TOT_GPIM_2017","ROBUSTNESS_AUTHORIZED","net_stock_robustness_level","net_robustness_level","yes","no","N_TOT_GPIM_2017","not_alias","millions_2017_dollars",1901,2024,1931,1931,2024,"warmup_not_baseline_eligible","net_stock_robustness_representation","not_applicable","no","robustness_level","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"NET_ACCUMULATION_NET_FLOW_ME","ALIAS_INTERFACE_ONLY","accounting_redundancy","alias_authority","no","no","DELTA_N_ME","alias_interface_only","millions_2017_dollars",1901,2024,1925,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"NET_ACCUMULATION_NET_FLOW_NRC","ALIAS_INTERFACE_ONLY","accounting_redundancy","alias_authority","no","no","DELTA_N_NRC","alias_interface_only","millions_2017_dollars",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"NET_ACCUMULATION_NET_FLOW_TOT","ALIAS_INTERFACE_ONLY","accounting_redundancy","alias_authority","no","no","DELTA_N_TOT","alias_interface_only","millions_2017_dollars",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"RET_ME_GPIM_2017","DIAGNOSTIC_ONLY","component_diagnostic","diagnostic_reference","no","no","RET_ME_GPIM_2017","not_alias","millions_2017_dollars",1901,2024,1925,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"RET_NRC_GPIM_2017","DIAGNOSTIC_ONLY","component_diagnostic","diagnostic_reference","no","no","RET_NRC_GPIM_2017","not_alias","millions_2017_dollars",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"RET_RATE_G_ME","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","diagnostic_reference","no","no","RET_RATE_G_ME","not_alias","decimal_rate",1902,2024,1926,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"RET_RATE_G_NRC","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","diagnostic_reference","no","no","RET_RATE_G_NRC","not_alias","decimal_rate",1902,2024,1932,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"RET_RATE_G_TOT","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","diagnostic_reference","no","no","RET_RATE_G_TOT","not_alias","decimal_rate",1902,2024,1932,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"RET_TOT_GPIM_2017","DIAGNOSTIC_ONLY","capital_diagnostic","diagnostic_reference","no","no","RET_TOT_GPIM_2017","not_alias","millions_2017_dollars",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"SHARE_GROSS_ME_TOT","DIAGNOSTIC_ONLY","composition_diagnostic","diagnostic_reference","no","no","SHARE_GROSS_ME_TOT","not_alias","share",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","composition_diagnostic","not_baseline_stock; not_model_input; not_productive_efficiency_weight; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"SHARE_GROSS_NRC_TOT","DIAGNOSTIC_ONLY","composition_diagnostic","diagnostic_reference","no","no","SHARE_GROSS_NRC_TOT","not_alias","share",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","composition_diagnostic","not_baseline_stock; not_model_input; not_productive_efficiency_weight; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"SHARE_INVESTMENT_ME_TOT","DIAGNOSTIC_ONLY","investment_flow_diagnostic","diagnostic_reference","no","no","SHARE_INVESTMENT_ME_TOT","not_alias","share",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"SHARE_INVESTMENT_NRC_TOT","DIAGNOSTIC_ONLY","investment_flow_diagnostic","diagnostic_reference","no","no","SHARE_INVESTMENT_NRC_TOT","not_alias","share",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"SHARE_NET_ME_TOT","DIAGNOSTIC_ONLY","composition_diagnostic","diagnostic_reference","no","no","SHARE_NET_ME_TOT","not_alias","share",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","composition_diagnostic","not_baseline_stock; not_model_input; not_productive_efficiency_weight; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
"SHARE_NET_NRC_TOT","DIAGNOSTIC_ONLY","composition_diagnostic","diagnostic_reference","no","no","SHARE_NET_NRC_TOT","not_alias","share",1901,2024,1931,NA,NA,"warmup_not_baseline_eligible","not_applicable","not_applicable","yes","composition_diagnostic","not_baseline_stock; not_model_input; not_productive_efficiency_weight; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","cb0d1a93700a6224cbfe82d786f90381519c8de2","S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS","output/US/S29F_TOTAL_CAPITAL_ANALYTICAL_TRANSFORMATIONS/csv/S29F_total_capital_analytical_panel_long.csv"
