"window_id","grid_id","level_terms","restricted_dynamic_base_terms","blocked_dynamic_terms","restriction_status","notes"
"fordist_core","LL22","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"fordist_core","LL33","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"bridge_1940_1978","LL00","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"bridge_1940_1978","LL11","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"bridge_1940_1978","LL22","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"bridge_1940_1978","LL33","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"pre_1974_alt_1940_1973","LL00","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"pre_1974_alt_1940_1973","LL11","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"pre_1974_alt_1940_1973","LL22","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"pre_1974_alt_1940_1973","LL33","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"pre_1974_alt_1947_1973","LL00","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"pre_1974_alt_1947_1973","LL11","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"pre_1974_alt_1947_1973","LL22","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"pre_1974_alt_1947_1973","LL33","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"post_1974_tight","LL00","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"post_1974_tight","LL11","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"post_1974_tight","LL22","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"post_1974_tight","LL33","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"post_1974_support","LL00","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"post_1974_support","LL11","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"post_1974_support","LL22","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"post_1974_support","LL33","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"volcker_event_profile","LL00","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"volcker_event_profile","LL11","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"volcker_event_profile","LL22","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
"volcker_event_profile","LL33","k_me_log; k_nrc_log; omega_nfc; k_me_log_x_omega; k_nrc_log_x_omega; trend","d_k_me_log; d_k_nrc_log; d_omega_nfc","d_k_me_log_x_omega; d_k_nrc_log_x_omega; all q_omega-family differences","PASS_RESTRICTED_DYNAMICS_DESIGN","Interactions enter levels only; q_omega-family differences are blocked."
