"country","stage","diagnostic_type","spec_id","spec_family","architecture_layer","identification_role","estimated_in_s30","estimated_in_s32","vif_only_candidate","s40_eligible","window_id","year_start","year_end","n_obs","rhs_variable","vif","vif_status","max_vif_in_spec_window","mean_vif_in_spec_window","collinearity_flag","high_vif_variables","formula_label","mechanization_bias_sign","envelope_variable","mechanization_bias_variable","distribution_conditioned_variable","diagnostic_role","candidate_use"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974",1929,1973,45,"m_ME_NRC_t",12.2310828686215,"high",12.2310828686215,8.21424055196956,TRUE,"m_ME_NRC_t | omega_m_ME_NRC_t","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974",1929,1973,45,"omega_m_ME_NRC_t",10.7725080537499,"high",12.2310828686215,8.21424055196956,TRUE,"m_ME_NRC_t | omega_m_ME_NRC_t","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974",1929,1973,45,"k_NRC_proxy_t",1.39520827788312,"low",1.39520827788312,1.39520827788312,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974",1929,1973,45,"omega_m_ME_NRC_t",1.39520827788312,"low",1.39520827788312,1.39520827788312,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E1_NRC_ENVELOPE_MECHANIZATION_BIAS","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"post_1973",1974,2024,51,"k_NRC_proxy_t",4.31218916566365,"low",4.31218916566365,4.31218916566365,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E1_NRC_ENVELOPE_MECHANIZATION_BIAS","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"post_1973",1974,2024,51,"m_ME_NRC_t",4.31218916566365,"low",4.31218916566365,4.31218916566365,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"post_1973",1974,2024,51,"k_NRC_proxy_t",12.9093098610793,"high",25.4068768476723,15.1343730610034,TRUE,"k_NRC_proxy_t | m_ME_NRC_t","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"post_1973",1974,2024,51,"m_ME_NRC_t",25.4068768476723,"high",25.4068768476723,15.1343730610034,TRUE,"k_NRC_proxy_t | m_ME_NRC_t","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"post_1973",1974,2024,51,"omega_m_ME_NRC_t",7.08693247425862,"moderate",25.4068768476723,15.1343730610034,TRUE,"k_NRC_proxy_t | m_ME_NRC_t","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"post_1973",1974,2024,51,"k_NRC_proxy_t",1.20283156471818,"low",1.20283156471818,1.20283156471818,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"post_1973",1974,2024,51,"omega_m_ME_NRC_t",1.20283156471818,"low",1.20283156471818,1.20283156471818,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E1_NRC_ENVELOPE_MECHANIZATION_BIAS","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"fordist_core",1945,1973,29,"k_NRC_proxy_t",1.00877829943559,"low",1.00877829943559,1.00877829943559,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E1_NRC_ENVELOPE_MECHANIZATION_BIAS","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"fordist_core",1945,1973,29,"m_ME_NRC_t",1.00877829943559,"low",1.00877829943559,1.00877829943559,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"fordist_core",1945,1973,29,"k_NRC_proxy_t",1.01541860516347,"low",5.8610894687415,4.23399009287559,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"fordist_core",1945,1973,29,"m_ME_NRC_t",5.8610894687415,"moderate",5.8610894687415,4.23399009287559,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"fordist_core",1945,1973,29,"omega_m_ME_NRC_t",5.8254622047218,"moderate",5.8610894687415,4.23399009287559,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"fordist_core",1945,1973,29,"k_NRC_proxy_t",1.00264633182052,"low",1.00264633182052,1.00264633182052,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"fordist_core",1945,1973,29,"omega_m_ME_NRC_t",1.00264633182052,"low",1.00264633182052,1.00264633182052,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E1_NRC_ENVELOPE_MECHANIZATION_BIAS","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"bridge_1940_1978",1940,1978,39,"k_NRC_proxy_t",1.24168533276279,"low",1.24168533276279,1.24168533276279,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E1_NRC_ENVELOPE_MECHANIZATION_BIAS","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"bridge_1940_1978",1940,1978,39,"m_ME_NRC_t",1.24168533276279,"low",1.24168533276279,1.24168533276279,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"bridge_1940_1978",1940,1978,39,"k_NRC_proxy_t",1.29826070872467,"low",5.43017678319409,3.84799196473869,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"bridge_1940_1978",1940,1978,39,"m_ME_NRC_t",5.43017678319409,"moderate",5.43017678319409,3.84799196473869,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"bridge_1940_1978",1940,1978,39,"omega_m_ME_NRC_t",4.81553840229731,"low",5.43017678319409,3.84799196473869,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"bridge_1940_1978",1940,1978,39,"k_NRC_proxy_t",1.10113973121357,"low",1.10113973121357,1.10113973121357,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"bridge_1940_1978",1940,1978,39,"omega_m_ME_NRC_t",1.10113973121357,"low",1.10113973121357,1.10113973121357,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E1_NRC_ENVELOPE_MECHANIZATION_BIAS","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974_alt_1940_1973",1940,1973,34,"k_NRC_proxy_t",1.23943815246807,"low",1.23943815246807,1.23943815246807,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E1_NRC_ENVELOPE_MECHANIZATION_BIAS","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974_alt_1940_1973",1940,1973,34,"m_ME_NRC_t",1.23943815246807,"low",1.23943815246807,1.23943815246807,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974_alt_1940_1973",1940,1973,34,"k_NRC_proxy_t",1.28208185708652,"low",5.56586451319828,3.9464795708905,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974_alt_1940_1973",1940,1973,34,"m_ME_NRC_t",5.56586451319828,"moderate",5.56586451319828,3.9464795708905,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2A_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_FULL","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974_alt_1940_1973",1940,1973,34,"omega_m_ME_NRC_t",4.99149234238671,"low",5.56586451319828,3.9464795708905,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + m_ME_NRC_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
"US","S31","candidate_vif_only","SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","NRC_envelope_mechanization_bias","A03_candidate","envelope_vs_mechanization_candidate",FALSE,FALSE,TRUE,FALSE,"pre_1974_alt_1940_1973",1940,1973,34,"k_NRC_proxy_t",1.1115337127298,"low",1.1115337127298,1.1115337127298,FALSE,"","VIF only: y_t ~ k_NRC_proxy_t + omega_m_ME_NRC_t","higher_m_ME_NRC_t_indicates_more_machinery_intensity_relative_to_NRC_envelope","k_NRC_proxy_t","m_ME_NRC_t","omega_m_ME_NRC_t","model_choice_review_screen_only","do_not_treat_as_estimated_result"
