"variable_id","asset_block","year","value","unit","object_role","downstream_consumption_status","construction_stage","source_table","notes","chapter2_object_family","source_of_truth_role","source_of_truth_status","architecture_layer","registered_from_stage","downstream_stage_owner","transformation_applied"
"I_NOMINAL_DIRECT_ME","ME",1917,2787,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1918,3575,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1919,3592,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1920,3963,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1921,2947,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1922,3010,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1923,4195,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1924,2987,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1925,3723,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1926,3311,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1927,2915,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1928,3083,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1929,3407,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1930,2778,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1931,1850,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1932,1175,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1933,1167,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1934,1566,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1935,1864,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1936,2476,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1937,3121,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1938,2304,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1939,2550,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1940,3356,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1941,4044,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1942,3244,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1943,2870,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1944,3724,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1945,5225,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1946,6994,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1947,9960,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1948,10802,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1949,9459,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1950,10436,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
"I_NOMINAL_DIRECT_ME","ME",1951,12449,"current_millions","DIRECT_NOMINAL_INVESTMENT_CANONICAL","BASELINE_CONSUMABLE","S12D_B_GPIM_BASELINE_CONSTRUCTION","S12D_B_real_investment_flows.csv","Canonical direct nominal investment consumed without reconstruction.","capital_investment_nominal","canonical_nominal_investment_input","REGISTERED_BASELINE","S14_CH2_SOURCE_OF_TRUTH_CONSOLIDATION","S13_LOCKED_GPIM_SOURCE_OF_TRUTH_CONSUMPTION","S20_MODEL_INPUT_LAYER","none"
