"variable_id","contract_status","consumer_lane","consumer_registration_status","authoritative_variable_id","source_stage","source_commit","source_file","unit","coverage_start","coverage_end","first_fully_supported_year","baseline_start_year","baseline_end_year","support_rule","warmup_restriction","active_by_default","explicit_future_authorization_required","selection_group","joint_use_authorized","permitted_use","prohibited_use","value_bearing_consumer_input","diagnostic_reference_only","alias_reference_only","integrity_status","consumer_note"
"DLOG_N_TOT","CONDITIONAL_SECONDARY","conditional_secondary","REGISTERED_CONDITIONAL_SECONDARY","DLOG_N_TOT","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_conditional_secondary_interface_long.csv","log_difference",1902,2024,1932,1932,2024,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","none","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"G_ME_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","G_ME_GPIM_2017","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","millions_2017_dollars",1901,2024,1925,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"G_NRC_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","G_NRC_GPIM_2017","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","millions_2017_dollars",1901,2024,1931,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"G_TOT_GPIM_2017","BASELINE_AUTHORIZED","baseline_representation","REGISTERED_BASELINE_REPRESENTATION","G_TOT_GPIM_2017","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_primary_level_interface.csv","millions_2017_dollars",1901,2024,1931,1931,2024,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","no","productive_capital_primary_representation","no","baseline_level","not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GAP_ARITH_LOG_G_ME","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GAP_ARITH_LOG_G_ME","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate_gap",1902,2024,1926,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accounting_diagnostic","not_baseline_stock; not_model_input; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GAP_ARITH_LOG_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GAP_ARITH_LOG_G_NRC","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate_gap",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accounting_diagnostic","not_baseline_stock; not_model_input; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GAP_ARITH_LOG_G_TOT","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GAP_ARITH_LOG_G_TOT","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate_gap",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accounting_diagnostic","not_baseline_stock; not_model_input; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GAP_ARITH_LOG_I_ME","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GAP_ARITH_LOG_I_ME","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate_gap",1902,2024,1926,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GAP_ARITH_LOG_I_NRC","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GAP_ARITH_LOG_I_NRC","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate_gap",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GAP_ARITH_LOG_I_TOT","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GAP_ARITH_LOG_I_TOT","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate_gap",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GAP_ARITH_LOG_N_ME","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GAP_ARITH_LOG_N_ME","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate_gap",1902,2024,1926,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accounting_diagnostic","not_baseline_stock; not_model_input; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GAP_ARITH_LOG_N_NRC","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GAP_ARITH_LOG_N_NRC","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate_gap",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accounting_diagnostic","not_baseline_stock; not_model_input; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GAP_ARITH_LOG_N_TOT","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GAP_ARITH_LOG_N_TOT","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate_gap",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accounting_diagnostic","not_baseline_stock; not_model_input; not_growth_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROSS_ACCUMULATION_NET_FLOW_ME","ALIAS_INTERFACE_ONLY","alias_reference","REGISTERED_ALIAS_REFERENCE","DELTA_G_ME","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_alias_authority_catalog.csv","millions_2017_dollars",1901,2024,1925,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","no","yes","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROSS_ACCUMULATION_NET_FLOW_NRC","ALIAS_INTERFACE_ONLY","alias_reference","REGISTERED_ALIAS_REFERENCE","DELTA_G_NRC","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_alias_authority_catalog.csv","millions_2017_dollars",1901,2024,1931,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","no","yes","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROSS_ACCUMULATION_NET_FLOW_TOT","ALIAS_INTERFACE_ONLY","alias_reference","REGISTERED_ALIAS_REFERENCE","DELTA_G_TOT","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_alias_authority_catalog.csv","millions_2017_dollars",1901,2024,1931,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","no","yes","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROWTH_ARITH_G_ME","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GROWTH_ARITH_G_ME","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate",1902,2024,1926,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROWTH_ARITH_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GROWTH_ARITH_G_NRC","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROWTH_ARITH_G_TOT","CONDITIONAL_SECONDARY","conditional_secondary","REGISTERED_CONDITIONAL_SECONDARY","GROWTH_ARITH_G_TOT","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_conditional_secondary_interface_long.csv","decimal_rate",1902,2024,1932,1932,2024,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","gross_total_capital_growth_representation","no","secondary_growth","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROWTH_ARITH_I_ME","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GROWTH_ARITH_I_ME","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate",1902,2024,1926,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROWTH_ARITH_I_NRC","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GROWTH_ARITH_I_NRC","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROWTH_ARITH_I_TOT","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GROWTH_ARITH_I_TOT","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROWTH_ARITH_N_ME","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GROWTH_ARITH_N_ME","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate",1902,2024,1926,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROWTH_ARITH_N_NRC","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","GROWTH_ARITH_N_NRC","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"GROWTH_ARITH_N_TOT","CONDITIONAL_SECONDARY","conditional_secondary","REGISTERED_CONDITIONAL_SECONDARY","GROWTH_ARITH_N_TOT","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_conditional_secondary_interface_long.csv","decimal_rate",1902,2024,1932,1932,2024,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","none","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"I_ME_REAL_2017","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","I_ME_REAL_2017","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","millions_2017_dollars",1901,2024,1925,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"I_NRC_REAL_2017","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","I_NRC_REAL_2017","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","millions_2017_dollars",1901,2024,1931,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"I_TOT_REAL_2017","CONDITIONAL_SECONDARY","conditional_secondary","REGISTERED_CONDITIONAL_SECONDARY","I_TOT_REAL_2017","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_conditional_secondary_interface_long.csv","millions_2017_dollars",1901,2024,1931,1931,2024,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accumulation_flow_diagnostic","not_baseline_stock; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"INV_RATE_G_ME","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","INV_RATE_G_ME","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate",1902,2024,1926,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
"INV_RATE_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference","REGISTERED_DIAGNOSTIC_REFERENCE","INV_RATE_G_NRC","S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY","0749ee63c33cc3716eb2b7119d8c45c09ac6d5ce","output/US/S29I_TOTAL_CAPITAL_DOWNSTREAM_INTERFACE_ASSEMBLY/csv/S29I_diagnostic_reference_catalog.csv","decimal_rate",1902,2024,1932,NA,NA,"use variable-specific S29H/S29I support window; do not impose common start year","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","yes","not_applicable","not_applicable","accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes","no","MATCH","REFERENCE_BASED intake; values remain in S29I interface files and no consumer-side model panel is assembled."
