"variable_id","contract_status","consumer_lane","coverage_start","coverage_end","first_fully_supported_year","baseline_start_year","baseline_end_year","warmup_restriction","support_status","coverage_preserved","warmup_preserved"
"DLOG_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"DLOG_G_TOT","CONDITIONAL_SECONDARY","conditional_secondary",1902,2024,1932,1932,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"DLOG_I_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"DLOG_I_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"DLOG_I_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"DLOG_N_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"DLOG_N_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"DLOG_N_TOT","CONDITIONAL_SECONDARY","conditional_secondary",1902,2024,1932,1932,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"G_ME_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"G_NRC_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"G_TOT_GPIM_2017","BASELINE_AUTHORIZED","baseline_representation",1901,2024,1931,1931,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GAP_ARITH_LOG_G_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GAP_ARITH_LOG_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GAP_ARITH_LOG_G_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GAP_ARITH_LOG_I_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GAP_ARITH_LOG_I_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GAP_ARITH_LOG_I_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GAP_ARITH_LOG_N_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GAP_ARITH_LOG_N_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GAP_ARITH_LOG_N_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROSS_ACCUMULATION_NET_FLOW_ME","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROSS_ACCUMULATION_NET_FLOW_NRC","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROSS_ACCUMULATION_NET_FLOW_TOT","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROWTH_ARITH_G_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROWTH_ARITH_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROWTH_ARITH_G_TOT","CONDITIONAL_SECONDARY","conditional_secondary",1902,2024,1932,1932,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROWTH_ARITH_I_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROWTH_ARITH_I_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROWTH_ARITH_I_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROWTH_ARITH_N_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROWTH_ARITH_N_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"GROWTH_ARITH_N_TOT","CONDITIONAL_SECONDARY","conditional_secondary",1902,2024,1932,1932,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"I_ME_REAL_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"I_NRC_REAL_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"I_TOT_REAL_2017","CONDITIONAL_SECONDARY","conditional_secondary",1901,2024,1931,1931,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"INV_RATE_G_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"INV_RATE_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"INV_RATE_G_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"K_GROSS_ME","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"K_GROSS_NRC","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"K_GROSS_TOT","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"K_NET_ME","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"K_NET_NRC","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"K_NET_TOT","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_DLOG_G_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1903,2024,1927,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_DLOG_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1903,2024,1933,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_DLOG_G_TOT","CONDITIONAL_SECONDARY","conditional_secondary",1903,2024,1933,1933,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_DLOG_N_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1903,2024,1927,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_DLOG_N_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1903,2024,1933,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_DLOG_N_TOT","CONDITIONAL_SECONDARY","conditional_secondary",1903,2024,1933,1933,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_LOG_G_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_LOG_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_LOG_G_TOT","CONDITIONAL_SECONDARY","conditional_secondary",1902,2024,1932,1932,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_LOG_N_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_LOG_N_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"L1_LOG_N_TOT","CONDITIONAL_SECONDARY","conditional_secondary",1902,2024,1932,1932,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"LOG_G_ME_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"LOG_G_NRC_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"LOG_G_TOT_GPIM_2017","BASELINE_AUTHORIZED","baseline_representation",1901,2024,1931,1931,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"LOG_I_ME_REAL_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"LOG_I_NRC_REAL_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"LOG_I_TOT_REAL_2017","CONDITIONAL_SECONDARY","conditional_secondary",1901,2024,1931,1931,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"LOG_N_ME_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"LOG_N_NRC_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"LOG_N_TOT_GPIM_2017","ROBUSTNESS_AUTHORIZED","robustness_representation",1901,2024,1931,1931,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"N_ME_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"N_NRC_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"N_TOT_GPIM_2017","ROBUSTNESS_AUTHORIZED","robustness_representation",1901,2024,1931,1931,2024,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"NET_ACCUMULATION_NET_FLOW_ME","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"NET_ACCUMULATION_NET_FLOW_NRC","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"NET_ACCUMULATION_NET_FLOW_TOT","ALIAS_INTERFACE_ONLY","alias_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"RET_ME_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1925,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"RET_NRC_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"RET_RATE_G_ME","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1926,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"RET_RATE_G_NRC","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"RET_RATE_G_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1902,2024,1932,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"RET_TOT_GPIM_2017","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"SHARE_GROSS_ME_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"SHARE_GROSS_NRC_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"SHARE_INVESTMENT_ME_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"SHARE_INVESTMENT_NRC_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"SHARE_NET_ME_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
"SHARE_NET_NRC_TOT","DIAGNOSTIC_ONLY","diagnostic_reference",1901,2024,1931,NA,NA,"visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","PASS","yes","yes"
