"stage_id","variable_id","asset_scope","s29h_contract_status","first_observed_year","last_observed_year","first_fully_supported_year","baseline_start_year","baseline_end_year","warmup_observation_count","fully_supported_observation_count","baseline_estimation_allowed","warmup_use_allowed","warmup_baseline_estimation_allowed","restriction"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DELTA_I_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DELTA_I_TOT","TOT","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DELTA_N_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DELTA_N_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DELTA_N_TOT","TOT","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DLOG_G_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DLOG_G_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DLOG_G_TOT","TOT","CONDITIONAL_SECONDARY",1902,2024,1932,1932,2024,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DLOG_I_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DLOG_I_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DLOG_I_TOT","TOT","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DLOG_N_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DLOG_N_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","DLOG_N_TOT","TOT","CONDITIONAL_SECONDARY",1902,2024,1932,1932,2024,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","G_ME_GPIM_2017","ME","DIAGNOSTIC_ONLY",1901,2024,1925,NA,NA,24,100,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","G_NRC_GPIM_2017","NRC","DIAGNOSTIC_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","G_TOT_GPIM_2017","TOT","BASELINE_AUTHORIZED",1901,2024,1931,1931,2024,30,94,"yes_fully_supported_window_only","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_G_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_G_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_G_TOT","TOT","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_I_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_I_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_I_TOT","TOT","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GAP_ARITH_LOG_N_TOT","TOT","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_ME","ME","ALIAS_INTERFACE_ONLY",1901,2024,1925,NA,NA,24,100,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_NRC","NRC","ALIAS_INTERFACE_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROSS_ACCUMULATION_NET_FLOW_TOT","TOT","ALIAS_INTERFACE_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_G_TOT","TOT","CONDITIONAL_SECONDARY",1902,2024,1932,1932,2024,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_TOT","TOT","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_TOT","TOT","CONDITIONAL_SECONDARY",1902,2024,1932,1932,2024,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_ME_REAL_2017","ME","DIAGNOSTIC_ONLY",1901,2024,1925,NA,NA,24,100,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_NRC_REAL_2017","NRC","DIAGNOSTIC_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_TOT_REAL_2017","TOT","CONDITIONAL_SECONDARY",1901,2024,1931,1931,2024,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_TOT","TOT","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_ME","ME","ALIAS_INTERFACE_ONLY",1901,2024,1925,NA,NA,24,100,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_NRC","NRC","ALIAS_INTERFACE_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_TOT","TOT","ALIAS_INTERFACE_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_ME","ME","ALIAS_INTERFACE_ONLY",1901,2024,1925,NA,NA,24,100,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_NRC","NRC","ALIAS_INTERFACE_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_TOT","TOT","ALIAS_INTERFACE_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_ME","ME","DIAGNOSTIC_ONLY",1903,2024,1927,NA,NA,24,98,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_NRC","NRC","DIAGNOSTIC_ONLY",1903,2024,1933,NA,NA,30,92,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_TOT","TOT","CONDITIONAL_SECONDARY",1903,2024,1933,1933,2024,30,92,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_ME","ME","DIAGNOSTIC_ONLY",1903,2024,1927,NA,NA,24,98,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_NRC","NRC","DIAGNOSTIC_ONLY",1903,2024,1933,NA,NA,30,92,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_TOT","TOT","CONDITIONAL_SECONDARY",1903,2024,1933,1933,2024,30,92,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_TOT","TOT","CONDITIONAL_SECONDARY",1902,2024,1932,1932,2024,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_ME","ME","DIAGNOSTIC_ONLY",1902,2024,1926,NA,NA,24,99,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_NRC","NRC","DIAGNOSTIC_ONLY",1902,2024,1932,NA,NA,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_TOT","TOT","CONDITIONAL_SECONDARY",1902,2024,1932,1932,2024,30,93,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_ME_GPIM_2017","ME","DIAGNOSTIC_ONLY",1901,2024,1925,NA,NA,24,100,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_NRC_GPIM_2017","NRC","DIAGNOSTIC_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_TOT_GPIM_2017","TOT","BASELINE_AUTHORIZED",1901,2024,1931,1931,2024,30,94,"yes_fully_supported_window_only","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_ME_REAL_2017","ME","DIAGNOSTIC_ONLY",1901,2024,1925,NA,NA,24,100,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_NRC_REAL_2017","NRC","DIAGNOSTIC_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_TOT_REAL_2017","TOT","CONDITIONAL_SECONDARY",1901,2024,1931,1931,2024,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_ME_GPIM_2017","ME","DIAGNOSTIC_ONLY",1901,2024,1925,NA,NA,24,100,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_NRC_GPIM_2017","NRC","DIAGNOSTIC_ONLY",1901,2024,1931,NA,NA,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_TOT_GPIM_2017","TOT","ROBUSTNESS_AUTHORIZED",1901,2024,1931,1931,2024,30,94,"no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","no","Warm-up observations remain in source data but are not authorized for baseline empirical estimation."
