"stage_id","variable_id","asset_scope","transformation_family","s29g_classification","s29g_downstream_role","s29h_contract_status","authoritative_variable_id","source_variable_id","unit","first_observed_year","last_observed_year","first_fully_supported_year","baseline_start_year","baseline_end_year","warmup_observation_count","fully_supported_observation_count","permitted_use","prohibited_use","explicit_future_authorization_required","baseline_estimation_allowed","warmup_use_allowed","contract_note"
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_ME","ME","arithmetic_growth","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","GROWTH_ARITH_I_ME","I_ME_REAL_2017","decimal_rate",1902,2024,1926,NA,NA,24,99,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_NRC","NRC","arithmetic_growth","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","GROWTH_ARITH_I_NRC","I_NRC_REAL_2017","decimal_rate",1902,2024,1932,NA,NA,30,93,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_I_TOT","TOT","arithmetic_growth","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","GROWTH_ARITH_I_TOT","I_TOT_REAL_2017","decimal_rate",1902,2024,1932,NA,NA,30,93,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_ME","ME","arithmetic_growth","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","GROWTH_ARITH_N_ME","N_ME_GPIM_2017","decimal_rate",1902,2024,1926,NA,NA,24,99,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_NRC","NRC","arithmetic_growth","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","GROWTH_ARITH_N_NRC","N_NRC_GPIM_2017","decimal_rate",1902,2024,1932,NA,NA,30,93,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","GROWTH_ARITH_N_TOT","TOT","arithmetic_growth","AUTHORIZED_SECONDARY","net_stock_robustness_candidate","CONDITIONAL_SECONDARY","GROWTH_ARITH_N_TOT","N_TOT_GPIM_2017","decimal_rate",1902,2024,1932,1932,2024,30,93,"none","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_ME_REAL_2017","ME","source_preserved","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","I_ME_REAL_2017","I_ME_REAL_2017","millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_NRC_REAL_2017","NRC","source_preserved","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","I_NRC_REAL_2017","I_NRC_REAL_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","I_TOT_REAL_2017","TOT","tot_alias","AUTHORIZED_SECONDARY","investment_flow_diagnostic","CONDITIONAL_SECONDARY","I_TOT_REAL_2017","I_CORE_REAL_2017","millions_2017_dollars",1901,2024,1931,1931,2024,30,94,"accumulation_flow_diagnostic","not_baseline_stock; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_ME","ME","investment_rate_diagnostic","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","DIAGNOSTIC_ONLY","INV_RATE_G_ME","I_ME_REAL_2017","decimal_rate",1902,2024,1926,NA,NA,24,99,"accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_NRC","NRC","investment_rate_diagnostic","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","DIAGNOSTIC_ONLY","INV_RATE_G_NRC","I_NRC_REAL_2017","decimal_rate",1902,2024,1932,NA,NA,30,93,"accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","INV_RATE_G_TOT","TOT","investment_rate_diagnostic","DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","DIAGNOSTIC_ONLY","INV_RATE_G_TOT","I_TOT_REAL_2017","decimal_rate",1902,2024,1932,NA,NA,30,93,"accounting_diagnostic","not_baseline_stock; not_model_input; not_structural_depreciation_parameter; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_ME","ME","level_alias","REDUNDANT_ALIAS","accounting_redundancy","ALIAS_INTERFACE_ONLY","G_ME_GPIM_2017","G_ME_GPIM_2017","millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Retained only for interface compatibility; must not be used as an independent empirical object."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_NRC","NRC","level_alias","REDUNDANT_ALIAS","accounting_redundancy","ALIAS_INTERFACE_ONLY","G_NRC_GPIM_2017","G_NRC_GPIM_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Retained only for interface compatibility; must not be used as an independent empirical object."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_GROSS_TOT","TOT","level_alias","REDUNDANT_ALIAS","accounting_redundancy","ALIAS_INTERFACE_ONLY","G_TOT_GPIM_2017","G_TOT_GPIM_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Retained only for interface compatibility; must not be used as an independent empirical object."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_ME","ME","level_alias","REDUNDANT_ALIAS","accounting_redundancy","ALIAS_INTERFACE_ONLY","N_ME_GPIM_2017","N_ME_GPIM_2017","millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Retained only for interface compatibility; must not be used as an independent empirical object."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_NRC","NRC","level_alias","REDUNDANT_ALIAS","accounting_redundancy","ALIAS_INTERFACE_ONLY","N_NRC_GPIM_2017","N_NRC_GPIM_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Retained only for interface compatibility; must not be used as an independent empirical object."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","K_NET_TOT","TOT","level_alias","REDUNDANT_ALIAS","accounting_redundancy","ALIAS_INTERFACE_ONLY","N_TOT_GPIM_2017","N_TOT_GPIM_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Retained only for interface compatibility; must not be used as an independent empirical object."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_ME","ME","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_DLOG_G_ME","DLOG_G_ME","log_difference",1903,2024,1927,NA,NA,24,98,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_NRC","NRC","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_DLOG_G_NRC","DLOG_G_NRC","log_difference",1903,2024,1933,NA,NA,30,92,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_G_TOT","TOT","lag1","AUTHORIZED_SECONDARY","productive_capital_lagged_growth_candidate","CONDITIONAL_SECONDARY","L1_DLOG_G_TOT","DLOG_G_TOT","log_difference",1903,2024,1933,1933,2024,30,92,"conditional_lag","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_ME","ME","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_DLOG_N_ME","DLOG_N_ME","log_difference",1903,2024,1927,NA,NA,24,98,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_NRC","NRC","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_DLOG_N_NRC","DLOG_N_NRC","log_difference",1903,2024,1933,NA,NA,30,92,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_DLOG_N_TOT","TOT","lag1","AUTHORIZED_SECONDARY","net_stock_robustness_candidate","CONDITIONAL_SECONDARY","L1_DLOG_N_TOT","DLOG_N_TOT","log_difference",1903,2024,1933,1933,2024,30,92,"none","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_ME","ME","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_LOG_G_ME","LOG_G_ME_GPIM_2017","natural_log",1902,2024,1926,NA,NA,24,99,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_NRC","NRC","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_LOG_G_NRC","LOG_G_NRC_GPIM_2017","natural_log",1902,2024,1932,NA,NA,30,93,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_G_TOT","TOT","lag1","AUTHORIZED_SECONDARY","productive_capital_lagged_level_candidate","CONDITIONAL_SECONDARY","L1_LOG_G_TOT","LOG_G_TOT_GPIM_2017","natural_log",1902,2024,1932,1932,2024,30,93,"conditional_lag","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_ME","ME","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_LOG_N_ME","LOG_N_ME_GPIM_2017","natural_log",1902,2024,1926,NA,NA,24,99,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_NRC","NRC","lag1","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","L1_LOG_N_NRC","LOG_N_NRC_GPIM_2017","natural_log",1902,2024,1932,NA,NA,30,93,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","L1_LOG_N_TOT","TOT","lag1","AUTHORIZED_SECONDARY","net_stock_robustness_candidate","CONDITIONAL_SECONDARY","L1_LOG_N_TOT","LOG_N_TOT_GPIM_2017","natural_log",1902,2024,1932,1932,2024,30,93,"none","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Lag candidate only. Availability is not automatic authorization."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_ME_GPIM_2017","ME","log_gross","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","LOG_G_ME_GPIM_2017","G_ME_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_NRC_GPIM_2017","NRC","log_gross","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","LOG_G_NRC_GPIM_2017","G_NRC_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_G_TOT_GPIM_2017","TOT","log_gross","AUTHORIZED_PRIMARY","productive_capital_log_primary","BASELINE_AUTHORIZED","LOG_G_TOT_GPIM_2017","G_TOT_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1931,1931,2024,30,94,"baseline_log_level","not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","yes_fully_supported_window_only","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Authoritative primary logged gross real GPIM productive-capital variable. Baseline window 1931-2024."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_ME_REAL_2017","ME","log_investment","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","LOG_I_ME_REAL_2017","I_ME_REAL_2017","natural_log_of_millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_NRC_REAL_2017","NRC","log_investment","DIAGNOSTIC_ONLY","investment_flow_diagnostic","DIAGNOSTIC_ONLY","LOG_I_NRC_REAL_2017","I_NRC_REAL_2017","natural_log_of_millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"accumulation_flow_diagnostic","not_baseline_stock; not_model_input; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_I_TOT_REAL_2017","TOT","log_investment","AUTHORIZED_SECONDARY","investment_flow_diagnostic","CONDITIONAL_SECONDARY","LOG_I_TOT_REAL_2017","I_TOT_REAL_2017","natural_log_of_millions_2017_dollars",1901,2024,1931,1931,2024,30,94,"accumulation_flow_diagnostic","not_baseline_stock; not_stock_substitute; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Investment is an accumulation flow and cannot substitute for the productive-capital stock."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_ME_GPIM_2017","ME","log_net","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","LOG_N_ME_GPIM_2017","N_ME_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_NRC_GPIM_2017","NRC","log_net","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","LOG_N_NRC_GPIM_2017","N_NRC_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","LOG_N_TOT_GPIM_2017","TOT","log_net","AUTHORIZED_SECONDARY","net_stock_robustness_log","ROBUSTNESS_AUTHORIZED","LOG_N_TOT_GPIM_2017","N_TOT_GPIM_2017","natural_log_of_millions_2017_dollars",1901,2024,1931,1931,2024,30,94,"robustness_log_level","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Logged net real GPIM stock is authorized only as labelled robustness, not as the baseline logged capital input."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_ME_GPIM_2017","ME","source_preserved","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","N_ME_GPIM_2017","N_ME_GPIM_2017","millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_NRC_GPIM_2017","NRC","source_preserved","DIAGNOSTIC_ONLY","component_diagnostic","DIAGNOSTIC_ONLY","N_NRC_GPIM_2017","N_NRC_GPIM_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"continuity_diagnostic","not_baseline_stock; not_model_input; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Contracted according to S29G classification and role."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","N_TOT_GPIM_2017","TOT","tot_alias","AUTHORIZED_SECONDARY","net_stock_robustness_level","ROBUSTNESS_AUTHORIZED","N_TOT_GPIM_2017","N_CORE_GPIM_2017","millions_2017_dollars",1901,2024,1931,1931,2024,30,94,"robustness_level","not_baseline_stock; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","no","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Net real GPIM stock is authorized only as a labelled robustness level, not as the baseline productive-capital quantity."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_ME","ME","net_stock_flow_net_change","REDUNDANT_ALIAS","accounting_redundancy","ALIAS_INTERFACE_ONLY","DELTA_N_ME","I_ME_REAL_2017; CFC_ME_GPIM_2017","millions_2017_dollars",1901,2024,1925,NA,NA,24,100,"alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting net-change diagnostic is redundant with the corresponding first difference."
"S29H_TOTAL_CAPITAL_DOWNSTREAM_INPUT_SELECTION_CONTRACT","NET_ACCUMULATION_NET_FLOW_NRC","NRC","net_stock_flow_net_change","REDUNDANT_ALIAS","accounting_redundancy","ALIAS_INTERFACE_ONLY","DELTA_N_NRC","I_NRC_REAL_2017; CFC_NRC_GPIM_2017","millions_2017_dollars",1901,2024,1931,NA,NA,30,94,"alias_compatibility","not_baseline_stock; not_model_input; not_independent_regressor; not_valid_for_warmup_baseline_estimation; not_q_input_without_future_authorization; not_distribution_interaction_without_future_authorization","yes","no","visualization_only; historical_continuity_only; initialization_diagnostic_only; sensitivity_only","Accounting net-change diagnostic is redundant with the corresponding first difference."
