"derived_variable_family","candidate_id","source_input_id","source_input_status","dependency_role","dependency_authorization_status","implementation_authorized","s28_sequence_order","dependency_depth","depth_order_status","implementation_authorized_in_s28"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__TOTAL__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","FIN__TOTAL__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__IPP__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__IPP__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__IPP__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__IPP__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__ME__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__ME__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__ME__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__ME__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__NRC__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__NRC__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__NRC__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__NRC__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__TOTAL__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__TOTAL__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__TOTAL__net_stock_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"fixed_assets_and_capital_stock_variables","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","NFC__TOTAL__net_stock_quantity_index","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no",3,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","CORP__IPP__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","CORP__ME__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","CORP__NRC__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","CORP__TOTAL__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","FIN__IPP__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","FIN__ME__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","FIN__NRC__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","FIN__TOTAL__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","NFC__IPP__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","NFC__ME__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","NFC__NRC__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"investment_and_accumulation_variables","DV_PLAN_INVESTMENT_ACCUMULATION_INPUTS","NFC__TOTAL__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",4,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_PROVIDER_OTHER_OBSERVATION_INPUTS","T711_L28","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_PROVIDER_OTHER_OBSERVATION_INPUTS","T711_L4","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_PROVIDER_OTHER_OBSERVATION_INPUTS","T711_L44","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_PROVIDER_OTHER_OBSERVATION_INPUTS","T711_L52","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_PROVIDER_OTHER_OBSERVATION_INPUTS","T711_L53","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_PROVIDER_OTHER_OBSERVATION_INPUTS","T711_L73","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_PROVIDER_OTHER_OBSERVATION_INPUTS","T711_L74","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_PROVIDER_OTHER_OBSERVATION_INPUTS","T711_L91","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_PROVIDER_OTHER_OBSERVATION_INPUTS","WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__IPP__cfc_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
"relative_price_and_deflator_variables","DV_PLAN_RELATIVE_PRICE_DEFLATOR_INPUTS","CORP__IPP__gross_investment_current_cost","authorized_observation_bearing","observation_bearing_source_input","ready_after_capital_stock_planning","no",5,0,"direct_source_input_dependency_first","no"
