"variable_id","display_name","sector_boundary","context_family","source_status","role","status","allowed_future_use","prohibited_use","notes"
"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","CORP","IPP","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__gross_investment_current_cost","CORP_intellectual_property_products_gross_investment_current_cost","CORP","IPP","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__gross_stock_current_cost","CORP_intellectual_property_products_gross_stock_current_cost","CORP","IPP","not_available","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__net_stock_current_cost","CORP_intellectual_property_products_net_stock_current_cost","CORP","IPP","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__net_stock_quantity_index","CORP_intellectual_property_products_net_stock_quantity_index","CORP","IPP","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__retirements","CORP_intellectual_property_products_retirements","CORP","IPP","not_available","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"CORP__IPP__revaluation_holding_gains","CORP_intellectual_property_products_revaluation_holding_gains","CORP","IPP","not_available","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__gross_stock_current_cost","GOV_TRANS_gross_stock_current_cost","GOV_TRANS","government_transportation","not_available","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","GOV_TRANS_highways_streets_cfc_current_cost","GOV_TRANS","highways_and_streets","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","GOV_TRANS_highways_streets_gross_investment_current_cost","GOV_TRANS","highways_and_streets","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","GOV_TRANS_highways_streets_net_stock_current_cost","GOV_TRANS","highways_and_streets","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","GOV_TRANS_highways_streets_net_stock_quantity_index","GOV_TRANS","highways_and_streets","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","GOV_TRANS_transportation_structures_cfc_current_cost","GOV_TRANS","transportation_structures","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","GOV_TRANS_transportation_structures_gross_investment_current_cost","GOV_TRANS","transportation_structures","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","GOV_TRANS_transportation_structures_net_stock_current_cost","GOV_TRANS","transportation_structures","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","GOV_TRANS_transportation_structures_net_stock_quantity_index","GOV_TRANS","transportation_structures","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"NFC__IPP__cfc_current_cost","NFC_intellectual_property_products_cfc_current_cost","NFC","IPP","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"NFC__IPP__gross_investment_current_cost","NFC_intellectual_property_products_gross_investment_current_cost","NFC","IPP","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"NFC__IPP__gross_stock_current_cost","NFC_intellectual_property_products_gross_stock_current_cost","NFC","IPP","not_available","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"NFC__IPP__net_stock_current_cost","NFC_intellectual_property_products_net_stock_current_cost","NFC","IPP","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"NFC__IPP__net_stock_quantity_index","NFC_intellectual_property_products_net_stock_quantity_index","NFC","IPP","staged","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"NFC__IPP__retirements","NFC_intellectual_property_products_retirements","NFC","IPP","not_available","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"NFC__IPP__revaluation_holding_gains","NFC_intellectual_property_products_revaluation_holding_gains","NFC","IPP","not_available","frontier_conditioning","PARKED_FRONTIER_CONTEXT","future frontier/context/conditioning analysis after explicit authorization","K_capacity; baseline capacity capital; productive accumulation capital","Parked by D07-0 boundary lock."
"RESIDENTIAL_CAPITAL_MENU","Residential capital menu","AGGREGATE_REFERENCE","residential_exclusion_diagnostic","present","diagnostic","DIAGNOSTIC_ONLY","exclusion diagnostic only","K_capacity; baseline capacity capital; productive accumulation capital","Residential capital remains exclusion-diagnostic only."
