"variable_id","display_name","source_stage","source_file","sector_boundary","accounting_block","accounting_concept","nominal_or_real","source_status","constructibility_status","role","status","allowed_use","prohibited_use","notes"
"P_Y_NFC_GVA_T115_VALIDATION","P_Y_NFC_GVA_T115_VALIDATION","S30A_REAL_OUTPUT_FAMILY_CLOSURE","output/US/S30A_REAL_OUTPUT_FAMILY_CLOSURE/csv/S30A_output_price_support_catalog.csv","NFC","output_value_added","deflator_or_price_support","price_index","present","support_or_proxy_only","diagnostic","DIAGNOSTIC_ONLY","diagnostic/robustness/context support only","CORP/FIN deflator relabeling; productive capacity; capacity utilization","Validation only | Source-native annual observation retained."
"P_Y_PROXY_GDP_IMPLICIT","P_Y_PROXY_GDP_IMPLICIT","S30A_REAL_OUTPUT_FAMILY_CLOSURE","output/US/S30A_REAL_OUTPUT_FAMILY_CLOSURE/csv/S30A_output_price_support_catalog.csv","TOTAL_ECONOMY","output_value_added","deflator_or_price_support","price_index","present","support_or_proxy_only","frontier_conditioning","PARKED_FRONTIER_CONTEXT","diagnostic/robustness/context support only","CORP/FIN deflator relabeling; productive capacity; capacity utilization","Transparent macro proxy | Source-native annual observation retained."
"P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","S30A_REAL_OUTPUT_FAMILY_CLOSURE","output/US/S30A_REAL_OUTPUT_FAMILY_CLOSURE/csv/S30A_output_price_support_catalog.csv","NONFARM_BUSINESS","output_value_added","deflator_or_price_support","price_index","present","support_or_proxy_only","frontier_conditioning","PARKED_FRONTIER_CONTEXT","diagnostic/robustness/context support only","CORP/FIN deflator relabeling; productive capacity; capacity utilization","Includes noncorporate nonfarm business | Source-native annual observation retained."
"P_Y_PROXY_BUSINESS_OUTPUT","P_Y_PROXY_BUSINESS_OUTPUT","S30A_REAL_OUTPUT_FAMILY_CLOSURE","output/US/S30A_REAL_OUTPUT_FAMILY_CLOSURE/csv/S30A_output_price_support_catalog.csv","BUSINESS_SECTOR","output_value_added","deflator_or_price_support","price_index","present","support_or_proxy_only","frontier_conditioning","PARKED_FRONTIER_CONTEXT","diagnostic/robustness/context support only","CORP/FIN deflator relabeling; productive capacity; capacity utilization","BLS productivity-program boundary | Source-native quarterly index annualized by calendar-year arithmetic mean; incomplete calendar years are excluded."
"P_Y_PROXY_NONFARM_BUSINESS_OUTPUT_BLS","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT_BLS","S30A_REAL_OUTPUT_FAMILY_CLOSURE","output/US/S30A_REAL_OUTPUT_FAMILY_CLOSURE/csv/S30A_output_price_support_catalog.csv","NONFARM_BUSINESS_SECTOR","output_value_added","deflator_or_price_support","price_index","present","support_or_proxy_only","frontier_conditioning","PARKED_FRONTIER_CONTEXT","diagnostic/robustness/context support only","CORP/FIN deflator relabeling; productive capacity; capacity utilization","Excludes farms but includes noncorporate business | Source-native quarterly index annualized by calendar-year arithmetic mean; incomplete calendar years are excluded."
"P_Y_PROXY_GDPBYIND_VA_FINANCE_INSURANCE","P_Y_PROXY_GDPBYIND_VA_FINANCE_INSURANCE","S30A_REAL_OUTPUT_FAMILY_CLOSURE","output/US/S30A_REAL_OUTPUT_FAMILY_CLOSURE/csv/S30A_output_price_support_catalog.csv","FINANCE_AND_INSURANCE_INDUSTRY","output_value_added","deflator_or_price_support","price_index","present","support_or_proxy_only","frontier_conditioning","PARKED_FRONTIER_CONTEXT","diagnostic/robustness/context support only","CORP/FIN deflator relabeling; productive capacity; capacity utilization","Does not identify financial corporate business | Source-native annual observation retained."
"P_Y_PROXY_GDPBYIND_VA_MANUFACTURING","P_Y_PROXY_GDPBYIND_VA_MANUFACTURING","S30A_REAL_OUTPUT_FAMILY_CLOSURE","output/US/S30A_REAL_OUTPUT_FAMILY_CLOSURE/csv/S30A_output_price_support_catalog.csv","MANUFACTURING_INDUSTRY","output_value_added","deflator_or_price_support","price_index","present","support_or_proxy_only","frontier_conditioning","PARKED_FRONTIER_CONTEXT","diagnostic/robustness/context support only","CORP/FIN deflator relabeling; productive capacity; capacity utilization","Manufacturing is narrower than NFC | Source-native annual observation retained."
"NFC_GVA","NFC gross value added","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_NVA","NFC net value added","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_COMP","NFC compensation of employees","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_CFC","NFC consumption of fixed capital","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_NOS","NFC net operating surplus","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","NOS","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_PBT","NFC profits before tax","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","PBT","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_PAT","NFC profits after tax","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","PAT","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_TAX","NFC corporate income taxes","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_UNDISTRIBUTED","NFC undistributed profits with IVA and CCAdj","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","UNDISTRIBUTED_PROFITS","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_RETAINED","NFC undistributed profits after tax","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","RETAINED_PROFITS","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_NET_INT","NFC net interest and miscellaneous payments","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_TRANSFERS_NET","NFC business current transfers net","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"NFC_DIVIDENDS_NET","NFC net dividends","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","NFC","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","NFC productive-origin accounting ingredient","financial-sector productive equivalence; model-ready transformation","NFC is the strict productive-origin baseline; use available direct provider names."
"CORP_GVA","Corporate gross value added","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_NVA","Corporate net value added","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_COMP","Corporate compensation of employees","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_CFC","Corporate consumption of fixed capital","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_NOS","Corporate net operating surplus","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","NOS","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_PBT","Corporate profits before tax","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","PBT","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_PAT","Corporate profits after tax","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","PAT","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_TAX","Corporate income taxes","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_UNDISTRIBUTED","Corporate undistributed profits with IVA and CCAdj","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","UNDISTRIBUTED_PROFITS","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_NET_INT","Corporate net interest and miscellaneous payments","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_TRANSFERS_NET","Corporate business current transfers net","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"CORP_DIVIDENDS_NET","Corporate net dividends","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","CORP","surplus_distribution","NONE_NOT_APPLICABLE","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","surplus_accounting_ingredient","AUTHORIZED_FOR_D07_LEVEL_PANEL","corporate reconciliation, robustness, and accounting comparison","clean productive-origin surplus baseline without NFC gate","Corporate objects are useful for reconciliation but do not displace NFC productive-origin baseline."
"FIN_GVA","FIN_GVA","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","surplus_distribution","UNKNOWN_REVIEW_REQUIRED","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","transfer/reconciliation/correction candidate only","productive-origin baseline; silent substitution for total financial business","Financial-sector income-account variables require semantic and historical/current crosswalk validation before stronger use."
"FIN_NVA","FIN_NVA","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","surplus_distribution","UNKNOWN_REVIEW_REQUIRED","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","transfer/reconciliation/correction candidate only","productive-origin baseline; silent substitution for total financial business","Financial-sector income-account variables require semantic and historical/current crosswalk validation before stronger use."
"FIN_COMP","FIN_COMP","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","surplus_distribution","UNKNOWN_REVIEW_REQUIRED","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","transfer/reconciliation/correction candidate only","productive-origin baseline; silent substitution for total financial business","Financial-sector income-account variables require semantic and historical/current crosswalk validation before stronger use."
"FIN_CFC","FIN_CFC","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","surplus_distribution","UNKNOWN_REVIEW_REQUIRED","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","transfer/reconciliation/correction candidate only","productive-origin baseline; silent substitution for total financial business","Financial-sector income-account variables require semantic and historical/current crosswalk validation before stronger use."
"FIN_NOS","FIN_NOS","US_BEA_PROVIDER_MENU","data/external/us_bea_provider/us_bea_variable_menu_locked.csv","FIN","surplus_distribution","UNKNOWN_REVIEW_REQUIRED","nominal_or_ratio","present_or_contract","classified_not_newly_constructed","candidate_only","CANDIDATE_ONLY_REQUIRES_CROSSWALK","transfer/reconciliation/correction candidate only","productive-origin baseline; silent substitution for total financial business","Financial-sector income-account variables require semantic and historical/current crosswalk validation before stronger use."
