"old_path","new_path","action","status","label_status"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/audit/S30I_input_columns_audit.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/audit/S31I_input_columns_audit.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/audit/S30I_validation_checks.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/audit/S31I_validation_checks.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_audit_capital_variables.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S31I_i2_risk_audit_capital_variables.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_rule_diagnostics.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S31I_i2_risk_rule_diagnostics.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_i2_risk_test_trace.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S31I_i2_risk_test_trace.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_classification.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S31I_integration_order_classification.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_integration_order_tests_long.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S31I_integration_order_tests_long.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_stability.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S31I_rolling_integration_order_stability.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S31I_rolling_integration_order_windows.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_variable_construction_ledger.csv","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S31I_variable_construction_ledger.csv","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/logs/S30I_execution_log.txt","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/logs/S31I_execution_log.txt","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/logs/S30I_i2_risk_audit_log.txt","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/logs/S31I_i2_risk_audit_log.txt","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/logs/S30I_rolling_integration_order_audit_log.txt","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/logs/S31I_rolling_integration_order_audit_log.txt","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S30I_I2_RISK_AND_ROLLING_AUDIT_VALIDATION.md","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S31I_I2_RISK_AND_ROLLING_AUDIT_VALIDATION.md","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S30I_I2_RISK_AUDIT.md","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S31I_I2_RISK_AUDIT.md","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S30I_I2_RISK_AUDIT_VALIDATION.md","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S31I_I2_RISK_AUDIT_VALIDATION.md","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B.md","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B.md","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S30I_ROLLING_INTEGRATION_ORDER_AUDIT.md","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S31I_ROLLING_INTEGRATION_ORDER_AUDIT.md","git_mv","renamed","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S30I_VALIDATION_REPORT.md","output/US/S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B/md/S31I_VALIDATION_REPORT.md","git_mv","renamed","obsolete_label"
