"variable_id","family_id","canonical_inclusion_status","canonical_exclusion_reason","alias_status","metadata_status","blocked_status","observation_status"
"FIN__ME__gross_stock_current_cost","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"FIN__NRC__gross_stock_current_cost","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"GOV_TRANS__gross_stock_current_cost","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"GPIM_RECONSTRUCTION","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__current_transfer_payments","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__current_transfer_receipts","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__dividends_paid","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__dividends_received","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__ME__gross_stock_current_cost","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__ME__retirements","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__ME__revaluation_holding_gains","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__NRC__gross_stock_current_cost","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__NRC__retirements","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"NFC__NRC__revaluation_holding_gains","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"POST_S20_CHAPTER2_STAGES","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"PRODUCTIVE_CAPACITY","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"SHINY_APP","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"THETA_ECONOMETRICS","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"UTILIZATION","contextual","PARKED_EXCLUDED","not_authorized_as_value_bearing_canonical_object","not_alias","not_metadata_only","not_blocked","excluded_or_deferred_no_observations"
"DOWNSTREAM__e_adj_CORP","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__e_adj_NFC","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__e_x_Kcap","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__e_x_ME","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__e_x_ME_NRC_gap","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__e_x_NRC","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__GOV_TRANS_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__IPP_NFC_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__K_G_NFC_KCAP_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
"DOWNSTREAM__K_G_NFC_ME_GPIM","contextual","METADATA_REFERENCE_ONLY","not_authorized_as_value_bearing_canonical_object","not_alias","metadata_only","not_blocked","metadata_only_zero_observation"
