"spec_id","window_id","window_start","window_end","period_family","window_type","n_obs","po_type","po_demean","po_lag","po_statistic","po_cv_1pct","po_cv_5pct","po_cv_10pct","phillips_ouliaris_gate","po_test_function","po_error","po_warning"
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","none","long",8.82252461828102,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","none","long",1.53435943639421,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","constant","long",9.7508326406501,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","constant","long",9.56200843805664,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pz","trend","long",8.06022295369742,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","post_1973",1974,2024,"post_Fordist_post_1973","locked_main_review",51,"Pu","trend","long",12.3045875887681,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","none","short",28.5388335888676,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","none","short",3.54701040011604,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","constant","short",19.0310671169791,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","constant","short",11.6448365475529,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","trend","short",17.6678284639791,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","trend","short",10.5383447102047,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","none","long",28.4472937970657,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","none","long",2.89647693778739,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","constant","long",11.2231008024268,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","constant","long",7.46866034698373,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","trend","long",9.94354305677234,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","trend","long",3.80600424371515,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","none","short",6.7720362019132,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","none","short",1.45274343002232,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","constant","short",6.73933466393619,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","constant","short",15.4526532413417,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","trend","short",7.33674960177851,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","trend","short",15.5179332444634,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","none","long",3.44983880096337,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","none","long",0.661348434830774,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","constant","long",3.11224899318688,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","constant","long",4.94450247352167,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pz","trend","long",4.5253099234522,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","fordist_core",1945,1973,"Fordist_pre_1974","locked_main_review",29,"Pu","trend","long",3.2822598891196,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","none","short",25.3017768967634,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","none","short",4.02240218263262,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","constant","short",16.296192906636,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","constant","short",7.13676258747661,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","trend","short",12.9832433902092,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","trend","short",7.33853504273436,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","none","long",25.0604197961786,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","none","long",3.07167882592603,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","constant","long",10.3646518279302,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","constant","long",6.16690255934442,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","trend","long",9.21018958913012,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_B1_WAGE_BASELINE","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","trend","long",6.53512823228908,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","none","short",25.8273904212754,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","none","short",6.49766225763601,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","constant","short",21.2335411615679,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","constant","short",5.62393918681194,53.8731,40.5252,33.6955,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","trend","short",6.20526176677801,145.8644,124.3933,113.4929,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","trend","short",5.59340291754574,69.2629,53.83,46.1061,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","none","long",23.7605108806422,89.6679,71.2751,62.1436,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pu","none","long",9.88904079675849,46.4097,32.9392,26.7022,"fail","urca::ca.po","",""
"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","bridge_1940_1978",1940,1978,"bridge_or_full_cross_partition","locked_main_review",39,"Pz","constant","long",14.5665415831359,109.4525,89.7619,80.2034,"fail","urca::ca.po","",""
