"stage_id","variable_id","asset_scope","transformation_family","source_variable_id","unit","year_start","year_end","observation_count","first_fully_supported_year","fully_supported_observation_count","warmup_observation_count","missing_observation_count","primary_classification","downstream_role","authoritative_or_alias","review_note"
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DELTA_I_NRC","NRC","first_difference","I_NRC_REAL_2017","millions_2017_dollars",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DELTA_I_TOT","TOT","first_difference","I_TOT_REAL_2017","millions_2017_dollars",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DELTA_N_ME","ME","first_difference","N_ME_GPIM_2017","millions_2017_dollars",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DELTA_N_NRC","NRC","first_difference","N_NRC_GPIM_2017","millions_2017_dollars",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DELTA_N_TOT","TOT","first_difference","N_TOT_GPIM_2017","millions_2017_dollars",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","net_stock_robustness_candidate","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DLOG_G_ME","ME","log_growth","G_ME_GPIM_2017","log_difference",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DLOG_G_NRC","NRC","log_growth","G_NRC_GPIM_2017","log_difference",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DLOG_G_TOT","TOT","log_growth","G_TOT_GPIM_2017","log_difference",1902,2024,123,1932,93,30,0,"AUTHORIZED_SECONDARY","productive_capital_growth_candidate","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DLOG_I_ME","ME","log_growth","I_ME_REAL_2017","log_difference",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DLOG_I_NRC","NRC","log_growth","I_NRC_REAL_2017","log_difference",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DLOG_I_TOT","TOT","log_growth","I_TOT_REAL_2017","log_difference",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DLOG_N_ME","ME","log_growth","N_ME_GPIM_2017","log_difference",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DLOG_N_NRC","NRC","log_growth","N_NRC_GPIM_2017","log_difference",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","DLOG_N_TOT","TOT","log_growth","N_TOT_GPIM_2017","log_difference",1902,2024,123,1932,93,30,0,"AUTHORIZED_SECONDARY","net_stock_robustness_candidate","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","G_ME_GPIM_2017","ME","source_preserved","G_ME_GPIM_2017","millions_2017_dollars",1901,2024,124,1925,100,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","G_NRC_GPIM_2017","NRC","source_preserved","G_NRC_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","G_TOT_GPIM_2017","TOT","tot_alias","G_CORE_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"AUTHORIZED_PRIMARY","productive_capital_level_primary","authoritative_candidate","Authoritative S29F TOT level alias for validated S29E gross core stock; preferred level object."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GAP_ARITH_LOG_G_ME","ME","arithmetic_log_growth_gap","G_ME_GPIM_2017","decimal_rate_gap",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","growth_gap_diagnostic","non_alias","Diagnostic difference between arithmetic and log growth; not an empirical regressor selected here."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GAP_ARITH_LOG_G_NRC","NRC","arithmetic_log_growth_gap","G_NRC_GPIM_2017","decimal_rate_gap",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","growth_gap_diagnostic","non_alias","Diagnostic difference between arithmetic and log growth; not an empirical regressor selected here."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GAP_ARITH_LOG_G_TOT","TOT","arithmetic_log_growth_gap","G_TOT_GPIM_2017","decimal_rate_gap",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","growth_gap_diagnostic","non_alias","Diagnostic difference between arithmetic and log growth; not an empirical regressor selected here."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GAP_ARITH_LOG_I_ME","ME","arithmetic_log_growth_gap","I_ME_REAL_2017","decimal_rate_gap",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Diagnostic difference between arithmetic and log growth; not an empirical regressor selected here."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GAP_ARITH_LOG_I_NRC","NRC","arithmetic_log_growth_gap","I_NRC_REAL_2017","decimal_rate_gap",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Diagnostic difference between arithmetic and log growth; not an empirical regressor selected here."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GAP_ARITH_LOG_I_TOT","TOT","arithmetic_log_growth_gap","I_TOT_REAL_2017","decimal_rate_gap",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Diagnostic difference between arithmetic and log growth; not an empirical regressor selected here."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GAP_ARITH_LOG_N_ME","ME","arithmetic_log_growth_gap","N_ME_GPIM_2017","decimal_rate_gap",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","growth_gap_diagnostic","non_alias","Diagnostic difference between arithmetic and log growth; not an empirical regressor selected here."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GAP_ARITH_LOG_N_NRC","NRC","arithmetic_log_growth_gap","N_NRC_GPIM_2017","decimal_rate_gap",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","growth_gap_diagnostic","non_alias","Diagnostic difference between arithmetic and log growth; not an empirical regressor selected here."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GAP_ARITH_LOG_N_TOT","TOT","arithmetic_log_growth_gap","N_TOT_GPIM_2017","decimal_rate_gap",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","growth_gap_diagnostic","non_alias","Diagnostic difference between arithmetic and log growth; not an empirical regressor selected here."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROSS_ACCUMULATION_NET_FLOW_ME","ME","gross_stock_flow_net_change","I_ME_REAL_2017; RET_ME_GPIM_2017","millions_2017_dollars",1901,2024,124,1925,100,24,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROSS_ACCUMULATION_NET_FLOW_NRC","NRC","gross_stock_flow_net_change","I_NRC_REAL_2017; RET_NRC_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROSS_ACCUMULATION_NET_FLOW_TOT","TOT","gross_stock_flow_net_change","I_TOT_REAL_2017; RET_TOT_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROWTH_ARITH_G_ME","ME","arithmetic_growth","G_ME_GPIM_2017","decimal_rate",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROWTH_ARITH_G_NRC","NRC","arithmetic_growth","G_NRC_GPIM_2017","decimal_rate",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROWTH_ARITH_G_TOT","TOT","arithmetic_growth","G_TOT_GPIM_2017","decimal_rate",1902,2024,123,1932,93,30,0,"AUTHORIZED_SECONDARY","productive_capital_growth_candidate","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROWTH_ARITH_I_ME","ME","arithmetic_growth","I_ME_REAL_2017","decimal_rate",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROWTH_ARITH_I_NRC","NRC","arithmetic_growth","I_NRC_REAL_2017","decimal_rate",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROWTH_ARITH_I_TOT","TOT","arithmetic_growth","I_TOT_REAL_2017","decimal_rate",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROWTH_ARITH_N_ME","ME","arithmetic_growth","N_ME_GPIM_2017","decimal_rate",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROWTH_ARITH_N_NRC","NRC","arithmetic_growth","N_NRC_GPIM_2017","decimal_rate",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","GROWTH_ARITH_N_TOT","TOT","arithmetic_growth","N_TOT_GPIM_2017","decimal_rate",1902,2024,123,1932,93,30,0,"AUTHORIZED_SECONDARY","net_stock_robustness_candidate","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","I_ME_REAL_2017","ME","source_preserved","I_ME_REAL_2017","millions_2017_dollars",1901,2024,124,1925,100,24,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","I_NRC_REAL_2017","NRC","source_preserved","I_NRC_REAL_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","I_TOT_REAL_2017","TOT","tot_alias","I_CORE_REAL_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"AUTHORIZED_SECONDARY","investment_flow_diagnostic","alias_or_redundant","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","INV_RATE_G_ME","ME","investment_rate_diagnostic","I_ME_REAL_2017","decimal_rate",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","non_alias","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","INV_RATE_G_NRC","NRC","investment_rate_diagnostic","I_NRC_REAL_2017","decimal_rate",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","non_alias","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","INV_RATE_G_TOT","TOT","investment_rate_diagnostic","I_TOT_REAL_2017","decimal_rate",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","depreciation_and_retirement_diagnostic","non_alias","Accounting intensity diagnostic only; not a structural depreciation parameter."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","K_GROSS_ME","ME","level_alias","G_ME_GPIM_2017","millions_2017_dollars",1901,2024,124,1925,100,24,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","K_GROSS_NRC","NRC","level_alias","G_NRC_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","K_GROSS_TOT","TOT","level_alias","G_TOT_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Exact presentation alias of G_TOT_GPIM_2017; not independent."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","K_NET_ME","ME","level_alias","N_ME_GPIM_2017","millions_2017_dollars",1901,2024,124,1925,100,24,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","K_NET_NRC","NRC","level_alias","N_NRC_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","K_NET_TOT","TOT","level_alias","N_TOT_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_DLOG_G_ME","ME","lag1","DLOG_G_ME","log_difference",1903,2024,122,1927,98,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_DLOG_G_NRC","NRC","lag1","DLOG_G_NRC","log_difference",1903,2024,122,1933,92,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_DLOG_G_TOT","TOT","lag1","DLOG_G_TOT","log_difference",1903,2024,122,1933,92,30,0,"AUTHORIZED_SECONDARY","productive_capital_lagged_growth_candidate","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_DLOG_N_ME","ME","lag1","DLOG_N_ME","log_difference",1903,2024,122,1927,98,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_DLOG_N_NRC","NRC","lag1","DLOG_N_NRC","log_difference",1903,2024,122,1933,92,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_DLOG_N_TOT","TOT","lag1","DLOG_N_TOT","log_difference",1903,2024,122,1933,92,30,0,"AUTHORIZED_SECONDARY","net_stock_robustness_candidate","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_LOG_G_ME","ME","lag1","LOG_G_ME_GPIM_2017","natural_log",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_LOG_G_NRC","NRC","lag1","LOG_G_NRC_GPIM_2017","natural_log",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_LOG_G_TOT","TOT","lag1","LOG_G_TOT_GPIM_2017","natural_log",1902,2024,123,1932,93,30,0,"AUTHORIZED_SECONDARY","productive_capital_lagged_level_candidate","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_LOG_N_ME","ME","lag1","LOG_N_ME_GPIM_2017","natural_log",1902,2024,123,1926,99,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_LOG_N_NRC","NRC","lag1","LOG_N_NRC_GPIM_2017","natural_log",1902,2024,123,1932,93,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","L1_LOG_N_TOT","TOT","lag1","LOG_N_TOT_GPIM_2017","natural_log",1902,2024,123,1932,93,30,0,"AUTHORIZED_SECONDARY","net_stock_robustness_candidate","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","LOG_G_ME_GPIM_2017","ME","log_gross","G_ME_GPIM_2017","natural_log",1901,2024,124,1925,100,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","LOG_G_NRC_GPIM_2017","NRC","log_gross","G_NRC_GPIM_2017","natural_log",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Reviewed for S29H selection; no construction defect identified."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","LOG_G_TOT_GPIM_2017","TOT","log_gross","G_TOT_GPIM_2017","natural_log",1901,2024,124,1931,94,30,0,"AUTHORIZED_PRIMARY","productive_capital_log_primary","authoritative_candidate","Preferred logged form of gross productive capital for later selection."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","LOG_I_ME_REAL_2017","ME","log_investment","I_ME_REAL_2017","natural_log",1901,2024,124,1925,100,24,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","LOG_I_NRC_REAL_2017","NRC","log_investment","I_NRC_REAL_2017","natural_log",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","LOG_I_TOT_REAL_2017","TOT","log_investment","I_TOT_REAL_2017","natural_log",1901,2024,124,1931,94,30,0,"AUTHORIZED_SECONDARY","investment_flow_diagnostic","non_alias","Investment is a flow and is not a substitute for productive-capital stock."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","LOG_N_ME_GPIM_2017","ME","log_net","N_ME_GPIM_2017","natural_log",1901,2024,124,1925,100,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","LOG_N_NRC_GPIM_2017","NRC","log_net","N_NRC_GPIM_2017","natural_log",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","LOG_N_TOT_GPIM_2017","TOT","log_net","N_TOT_GPIM_2017","natural_log",1901,2024,124,1931,94,30,0,"AUTHORIZED_SECONDARY","net_stock_robustness_log","authoritative_candidate","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","N_ME_GPIM_2017","ME","source_preserved","N_ME_GPIM_2017","millions_2017_dollars",1901,2024,124,1925,100,24,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","N_NRC_GPIM_2017","NRC","source_preserved","N_NRC_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"DIAGNOSTIC_ONLY","component_diagnostic","non_alias","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","N_TOT_GPIM_2017","TOT","tot_alias","N_CORE_GPIM_2017","millions_2017_dollars",1901,2024,124,1931,94,30,0,"AUTHORIZED_SECONDARY","net_stock_robustness_level","authoritative_candidate","Net stock is retained as secondary or robustness object, not the baseline productive-capital quantity."
"S29G_TOTAL_CAPITAL_ANALYTICAL_READINESS_REVIEW","NET_ACCUMULATION_NET_FLOW_ME","ME","net_stock_flow_net_change","I_ME_REAL_2017; CFC_ME_GPIM_2017","millions_2017_dollars",1901,2024,124,1925,100,24,0,"REDUNDANT_ALIAS","accounting_redundancy","alias_or_redundant","Redundant accounting representation of an already retained source or first difference."
