"variable_id","source_stage","source_file","source_column","transformation_type","provenance_complete","audit_status","notes"
"P_Y_NFC_GVA_IMPLICIT_SOURCE","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_output_price_objects_long.csv","value_index_2017","already_constructed_prior_stage","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_GVA","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_NVA","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_GVA","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_NVA","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_COMP","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_CFC","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_NOS","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_PBT","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_PAT","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_TAX","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_UNDISTRIBUTED","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_RETAINED","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_NET_INT","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_TRANSFERS_NET","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_DIVIDENDS_NET","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_COMP","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_CFC","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_NOS","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_PBT","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_PAT","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_TAX","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_UNDISTRIBUTED","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_NET_INT","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_TRANSFERS_NET","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_DIVIDENDS_NET","LOCAL_PROVIDER_IMPORT","data/external/us_bea_provider/us_bea_variable_menu_long.csv","value","direct_read","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_COMPENSATION_SHARE_GVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","D07_0_authorized_accounting_ratio","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_COMPENSATION_SHARE_NVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","D07_0_authorized_accounting_ratio","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_COMPENSATION_SHARE_GVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","D07_0_authorized_accounting_ratio","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_COMPENSATION_SHARE_NVA","S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE","output/US/S30B_INCOME_DISTRIBUTION_FAMILY_CLOSURE/csv/S30B_distribution_interface_long.csv","value","D07_0_authorized_accounting_ratio","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_GVA","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_NVA","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"gva_real_or_qindex_corp","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"gva_real_or_qindex_fc","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"P_Y_NFC_GVA_T115_VALIDATION","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"P_Y_PROXY_GDP_IMPLICIT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"P_Y_PROXY_BUSINESS_OUTPUT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"P_Y_PROXY_NONFARM_BUSINESS_OUTPUT_BLS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"P_Y_PROXY_GDPBYIND_VA_FINANCE_INSURANCE","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"P_Y_PROXY_GDPBYIND_VA_MANUFACTURING","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_GVA","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_NVA","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_COMP","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_CFC","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_NOS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_PBT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_NET_INT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_TRANSFERS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_DIVIDENDS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_NET_OPERATING_SURPLUS_SHARE_GVA","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_NET_OPERATING_SURPLUS_SHARE_NVA","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_NET_OPERATING_SURPLUS_SHARE_GVA","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_NET_OPERATING_SURPLUS_SHARE_NVA","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"e_NFC_CONSTRUCTION_CONTRACT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"e_CORP_CONSTRUCTION_CONTRACT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_NET_INT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_NET_INT","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"T711_L4","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"T711_L28","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"T711_L44","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"T711_L52","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"T711_L53","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"T711_L73","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"T711_L74","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"T711_L91","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_IMPUTED_INTEREST_ADJ","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_NOS","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_NOS_IMPLIED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_COMP_IMPLIED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_NVA_IMPLIED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN_GVA_IMPLIED","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC_SURPLUS_AFTER_NET_INTEREST_PROXY","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FINANCIAL_RESIDUAL_FAMILY","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","blocked_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"CORP__IPP__official_price_index","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN__IPP__cfc_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN__IPP__gross_investment_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN__IPP__gross_stock_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN__IPP__net_stock_current_cost","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN__IPP__net_stock_quantity_index","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"FIN__IPP__official_price_index","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"NFC__IPP__official_price_index","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
"DOWNSTREAM__GOV_TRANS_GPIM","D07_0_CONSUMPTION_CONTRACT","output/US/D07_0_SOURCE_OF_TRUTH_LEVEL_ACCOUNTING_CONSUMPTION_CONTRACT/csv/D07_0_consumption_contract.csv","","metadata_only_not_consumed","TRUE","PASS","D07 provenance row checked for required fields and allowed transformation type."
