year,Y_real,X_real,M_real,NX_real,I_ME_real,I_NRC_real,INV_real,I_real,G_real,C_real,P_Y,P_C,P_G,P_K_fbkf,P_X,P_M,P_K,Kn_ME,Kn_NRC,Kn_cc_ME,Kn_cc_NRC,Kn_cc,P_K_rel,Y_nom,period,in_investment_window,source,C_nom,G_nom,I_nom,X_nom,M_nom,NX_nom,I_ME_nom,I_NRC_nom,omega,pi,e_distr,Kg_ME,Kg_NRC,k_ME,k_NRC,k
1940,4894315.689626395,771963.9059361276,582012.7645909144,189951.14134521328,85435.38731761066,596470.0,8650.101646941945,690555.4889645526,652961.7734489533,3360847.285867676,4.12723683574689e-07,3.489514062261055e-07,1.828493485932573e-07,4.106141485425522e-07,5.674360873623183e-07,4.852035545905777e-07,4.16257586402716e-07,6512977.92798287,16930932.446071506,0.0271107647259631,0.0704762907554915,0.0975870554814546,1.0085623940875383,0.0202,fordist,True,PerezEyzaguirre,0.0117277238651471,0.0011939363493143,0.0028355185412256,0.0043804017836932,0.002823946621966,0.0015564551617272,0.0003508097881882,0.0024491902118117,0.6074707800874707,0.3925292199125293,0.6461697134733104,11258168.72890853,27559447.678289536,16.236604532361245,17.131855963208245,17.474384732665918
1941,4902179.736068375,859455.0208712626,578138.0746753257,281316.946195937,81536.57192469586,590749.0,8528.072429221822,680813.6443539177,750948.969234439,3189100.176284081,4.309575664330651e-07,3.48434543725939e-07,2.780766577582533e-07,4.011077679262411e-07,6.818119769227775e-07,6.023355506771599e-07,4.066205510866737e-07,6409346.273440642,17294128.2931318,0.0260617191381175,0.0703214797711688,0.0963831989092864,0.943528047209327,0.0211263144927351,fordist,True,PerezEyzaguirre,0.0111119266481985,0.0020882137951171,0.0027307964126052,0.0058598672685644,0.0034823311557699,0.0023775361127944,0.0003270495236907,0.0023695401279465,0.6162600974278495,0.3837399025721505,0.6226914644868403,11079033.674960377,28150642.34378788,16.220565022028868,17.15308073089666,17.484944059644068
1942,5063603.332230072,879238.9435260267,538340.2364646503,340898.7070613764,67028.2419176009,467716.0,6783.334072047321,541527.5759896482,707482.578990056,3473694.470188991,5.662248515998676e-07,4.6665579054716666e-07,3.65232150744701e-07,5.409462068765662e-07,7.397678937373978e-07,7.431828596097205e-07,5.483809148987689e-07,6240896.930218607,17456164.529938243,0.0342238876838219,0.0957262747555097,0.1299501624393317,0.9684861294048104,0.0286713804535256,fordist,True,PerezEyzaguirre,0.0162101963910536,0.0025839538393894,0.0029293728815066,0.0065043274134414,0.0040008523637877,0.0025034750496537,0.0003625867321893,0.0025300919609548,0.5675648436860874,0.4324351563139126,0.7619132177134755,10787856.405631777,28414397.999566324,16.19393165258882,17.162406546480355,17.48424481344372
1943,5208526.473803688,842325.7344371426,473842.0720374444,368483.6623996982,67266.70795273315,506838.0,7282.629191879416,581387.3371446126,783575.5930228153,3475079.8812365616,7.014720372603225e-07,5.863211380452305e-07,4.690163303586822e-07,6.767477131398997e-07,7.519550132684068e-07,8.83441284016628e-07,6.86048862843749e-07,6093246.01308522,17557066.304421257,0.0418026449830432,0.120450053730205,0.1622526987132483,0.9780131301073518,0.0365363567670339,fordist,True,PerezEyzaguirre,0.020375127907647,0.0036750974919818,0.0039345255086111,0.00633391058815,0.0041861164854185,0.0021477941027314,0.0004552259077746,0.003430014574324,0.6030991976573497,0.3969008023426503,0.6581020234885957,10532630.768995756,28578641.59237308,16.169988688518572,17.16817019932847,17.48192127909356
1944,5307107.913129927,903555.6264630908,486883.6704635191,416671.9559995717,52088.1369046341,593541.0,8189.930398439988,653819.067303074,787439.2721556494,3449177.617671632,7.290678576445457e-07,5.875161317141402e-07,4.664526138422404e-07,8.16765049704976e-07,8.109812591965427e-07,1.0223443844129144e-06,8.279905830206795e-07,5913729.000700173,17756402.625144936,0.0489651192311603,0.1470213416194367,0.1959864608505971,1.135683838395689,0.0386924179651405,fordist,True,PerezEyzaguirre,0.0202644749152943,0.0036730310673903,0.0053401656300385,0.0073276667970315,0.0049776278636072,0.0023500389334243,0.0004254376972795,0.0048478354436694,0.6254367210587357,0.3745632789412643,0.5988827747549036,10222322.207000311,28903112.72938016,16.140084338748856,17.179459854181655,17.482283323347605
1945,5765048.188974463,955760.7035231846,519109.13972343673,436651.5637997479,64565.38731761066,617340.0,8650.10164694197,690555.4889645526,960124.2645092596,3677716.871700904,8.290812509467699e-07,7.09111469295913e-07,4.650114892301757e-07,8.160549480297646e-07,8.113513076100568e-07,1.0337821219057823e-06,8.272707217824021e-07,5800332.645070968,18164673.009930108,0.0479844537386588,0.1502710215186619,0.1982554752573208,0.9978162222794204,0.0477969336428335,fordist,True,PerezEyzaguirre,0.0260791121454619,0.0044646881408547,0.0056353122365863,0.0077545769656584,0.0053664574796397,0.0023881194860186,0.0005268890379199,0.0050378336161669,0.6044555633395453,0.3955444366604547,0.6543813319793412,10026308.138008635,29567677.799491987,16.12072301022605,17.20219235643141,17.494187794426118
1946,6258938.391410903,919567.6847642914,541096.3116515432,378471.37311274814,97988.8837273088,846442.0,11980.2883137326,956411.1720410414,1012069.2839618064,3911986.562295307,9.738731882834543e-07,8.290214332255965e-07,5.584688620342361e-07,9.457556083191428e-07,9.268994331173264e-07,1.2067933763171829e-06,9.58753974365211e-07,5865094.5954950005,18523361.63057537,0.0562318275345875,0.1775934658191818,0.2338252933537693,0.9844751718189378,0.0609541228651305,fordist,True,PerezEyzaguirre,0.0324312070663333,0.0056520918131395,0.0090453122981689,0.0085234676572103,0.0065299144485074,0.0019935532087029,0.0009267353633803,0.0080052726861687,0.5719435501825137,0.4280564498174862,0.7484242976092458,10138254.005651517,30151535.79461172,16.131826352509357,17.221746418301567,17.511608639984978
1947,5585719.844217188,832615.9424691773,582855.646741784,249760.29572739336,166934.85797132712,871124.0,13167.97726482572,1051226.8352361529,966993.027412076,3317739.685841565,1.2425054014417376e-06,1.0701617488200502e-06,7.379029446860255e-07,1.0789819026779192e-06,1.3311344058169646e-06,1.6649612005061829e-06,1.0938113169628806e-06,6171179.763731091,19128798.556568258,0.0675010626458138,0.2092329634107757,0.2767340260565896,0.8803272128182942,0.0694028707738015,fordist,True,PerezEyzaguirre,0.0355051810432989,0.0071354700241822,0.0113425473082919,0.0110832372785244,0.00970432037321,0.0013789169053143,0.0018011969067717,0.0093992703098839,0.6818860563830722,0.3181139436169278,0.4665206754692996,10667345.076974325,31137040.12743876,16.182697771039777,17.25390866935282,17.548511801188884
1948,6512764.533265854,922501.7055220734,580107.239655693,342394.4658663805,159160.3024981656,762653.0,11693.379923978238,933506.682422144,968924.8669784928,4267938.517998837,1.4112576125052055e-06,1.19412262890785e-06,8.280198415982925e-07,1.3531201743294873e-06,1.5601440462546389e-06,1.762662541211703e-06,1.3717173163136756e-06,6430245.861604895,19557326.61965972,0.0882047959651778,0.2682712358498964,0.3564760318150743,0.9719822264615884,0.0919118852602534,fordist,True,PerezEyzaguirre,0.0509644196312984,0.0080228901487617,0.0126314672485679,0.0143923554353001,0.0102253330122681,0.004167022423032,0.0021536301626265,0.010319611603129,0.5947289826246759,0.4052710173753241,0.6814381495026017,11115160.173855286,31834579.779851004,16.22382051587987,17.276063671404287,17.575541151747718
1949,6372124.488415103,723684.7085203483,624738.0881728947,98946.62034745365,194642.2731350009,859572.0,13372.911828935845,1067587.1849639367,1005844.4675811292,4199746.215522584,1.6870213544282428e-06,1.438262368186682e-06,1.013696524264746e-06,1.481794879135556e-06,1.7379122704068091e-06,2.0120915984761773e-06,1.5021605127884442e-06,6824745.17358655,20205753.520042174,0.1025186270960523,0.3035228506894346,0.4060414777854869,0.8904217536105519,0.1074991008503142,fordist,True,PerezEyzaguirre,0.0604033693772056,0.0101962104073791,0.015819452237103,0.0125770053484328,0.0125703025846075,6.702763825377003e-06,0.0028841992359474,0.012737093878483,0.5904415851407467,0.4095584148592532,0.6936476446888893,11797081.695291078,32890061.354253728,16.28336274489037,17.308681083601435,17.615196390684105
1950,6686124.62849127,825253.9703811486,596816.9958279894,228436.9745531592,177958.32990605346,795332.0,12346.375966893043,985636.7058729464,1016576.9096167794,4455474.038448385,1.9732531312036785e-06,1.6839862154349916e-06,1.1970772354252167e-06,1.74500643303491e-06,2.256840062790878e-06,2.392853808446025e-06,1.7689896187224293e-06,7159441.49775327,20633654.398809064,0.1266497768537609,0.3650072042779962,0.4916569811317571,0.8964838776884904,0.1319341635878843,fordist,True,PerezEyzaguirre,0.0750295686397555,0.0121692107656116,0.0171994239238362,0.0186246622233341,0.0142809582141231,0.0043437040092109,0.0031053843049821,0.0138785945639852,0.5640614965956121,0.4359385034043879,0.7728563393096154,12375629.28628244,33586580.102847904,16.331239716542903,17.329637143450373,17.64333008178963
1951,6977024.132144125,811843.8741175963,722268.2972900824,89575.57682751387,223595.0105857032,884079.0,14051.058931991458,1121725.0695176946,1065624.1697197002,4700099.316079216,2.484734687890704e-06,2.053353247880205e-06,1.475387504155788e-06,2.555241922434102e-06,3.194762625707468e-06,3.5836103246208257e-06,2.590360899844224e-06,7644396.843989766,21252970.869287275,0.1980174668756368,0.5505286474533007,0.7485461143289375,1.042510056493471,0.1733605387938904,fordist,True,PerezEyzaguirre,0.0965096419603078,0.0157220858413083,0.0286627892307692,0.0259364846694045,0.0258832812731504,5.320339625412146e-05,0.0057133934469568,0.0225903572354361,0.5267448831360416,0.4732551168639584,0.8984522337386075,13213910.81806212,34594676.964542456,16.39678068249986,17.359210383237183,17.682715842048573
1952,7426608.858644058,860422.5743024562,740648.9882724957,119773.58602996054,230257.73687772267,928673.0,14701.260412668344,1173631.997290391,1225537.556050887,4907665.719272819,2.972789325835826e-06,2.5456005501097872e-06,1.8385565763882328e-06,2.5496288585020555e-06,4.293777930469399e-06,3.643478636491588e-06,2.584670690549265e-06,8159119.350564993,21930965.456715614,0.2108863664609869,0.5668432363142123,0.7777296027751992,0.8694429396952178,0.2207774354213484,fordist,True,PerezEyzaguirre,0.1249295655473583,0.0225322013328812,0.0299232600955298,0.0369446346041755,0.0269853876590994,0.009959246945076,0.0058707177083681,0.0236777148091167,0.6375593229564251,0.3624406770435748,0.5684814949656792,14103647.109458605,35698287.555271044,16.461943982146895,17.39061327795992,17.723564389929642
1953,7986500.879432823,663539.4656232869,735366.9174923102,-71827.45186902327,187035.26231345176,983498.0,14848.440690529416,1185381.7030039812,1433210.309440717,5439736.318857147,3.720981687106757e-06,3.1636881542642585e-06,2.3017653962341046e-06,3.2186911565225248e-06,5.000186216703958e-06,3.818574045947572e-06,3.2629285107329613e-06,8568687.089411363,22574543.419252843,0.2795901340358977,0.7365912133945924,1.0161813474304902,0.8768999111280351,0.2971762351643154,fordist,True,PerezEyzaguirre,0.1720962935428941,0.0329891389579661,0.0381537760456252,0.0331782089024866,0.028080530253846,0.0050976786486406,0.0060200874476617,0.0316557631505759,0.4335714681918065,0.5664285318081934,1.3064248304217578,14811615.532019809,36745876.236044526,16.510922264158364,17.41953656606287,17.758208087995182
1954,7727829.923252009,772167.5004948492,723020.8142910338,49146.68620381539,155607.7107846071,978429.0,14385.4748797894,1148422.1856643965,1348638.6661997938,5181622.385184003,6.295629789620509e-06,5.494660779860028e-06,3.86472473138965e-06,4.946800386570976e-06,6.1731562131715605e-06,5.117131729476555e-06,5.0147886930804726e-06,8868648.241796251,23097043.225285128,0.4447439692586786,1.158267912097508,1.6030118813561864,0.796550759917342,0.4865155627394612,fordist,True,PerezEyzaguirre,0.2847125729591531,0.0521211720697069,0.0568101531199132,0.0476671060328893,0.0369979274988062,0.010669178534083,0.0076976028386271,0.0484009295543225,0.4252265162640857,0.5747734837359142,1.3516877752255525,15330120.784610586,37596379.07232537,16.54533012978699,17.442418302454914,17.784414713873893
1955,8018659.212204488,864440.5839850277,845842.1178349766,18598.4661500511,204887.0842802277,1108181.0,16656.52245842875,1329724.6067386563,1440723.0188656722,5229613.120450108,1.0703748106413e-05,9.681992434903798e-06,6.094604102151855e-06,7.749220199578279e-06,1.2253775121650107e-05,1.0242824064333716e-05,7.855724670542737e-06,9340744.595703175,23692078.61816771,0.7337831776170418,1.8611844649717808,2.5949676425888235,0.7339227897035516,0.8582970835860495,fordist,True,PerezEyzaguirre,0.506330746696716,0.0878063642084333,0.1030432878241547,0.1059266052218042,0.0866381199918709,0.0192884852299333,0.0158771513213703,0.0858753858998885,0.4184994409605206,0.5815005590394793,1.3894894523750043,16146174.587856436,38564952.23444221,16.597193711950386,17.467854448776727,17.817577662104615
1956,8153260.792823005,800682.9209600316,823209.1245422151,-22526.20358218357,287848.73590008373,963021.0,15867.52438660455,1266737.2602866883,1387168.133107778,5521881.603010722,1.5852795042458104e-05,1.4521981010814069e-05,1.0562857756532872e-05,1.2942421755912317e-05,2.616456024359507e-05,1.728329734224864e-05,1.3120301045261627e-05,9949874.774817465,24408144.539971687,1.3054535240825986,3.202422043206874,4.507875567289473,0.8276332981106415,1.2925197227633256,fordist,True,PerezEyzaguirre,0.8018865978288525,0.1465245967441271,0.1639464787655919,0.2094951652147641,0.1422776807431529,0.0672174844716111,0.037254597419251,0.1246382394180043,0.5117340439004434,0.4882659560995566,0.954140069278931,17199101.591474086,39730533.714908265,16.660367707365655,17.497630561249714,17.857326594906084
1957,8989939.162489288,815897.1730719275,955705.0146012476,-139807.8415293201,463816.31385917775,966966.0,18149.750214195345,1448932.064073373,1475603.455481535,6205211.484463699,2.140439429056974e-05,1.926012525495192e-05,1.368421085795803e-05,2.026190061089095e-05,3.631721302167962e-05,3.458739307014012e-05,2.0540378051164853e-05,10894614.316112695,25386636.97374604,2.237794967745876,5.2145112088842325,7.452306176630108,0.959633698217494,1.9242420248215504,fordist,True,PerezEyzaguirre,1.1951315042423698,0.2019246882754081,0.2935811747418776,0.296311114382394,0.3305534499911736,-0.0342423356087795,0.0939780005312446,0.1959256898611077,0.5364323677274111,0.4635676322725889,0.8641678991826822,18832154.44047514,41323281.8472454,16.751076309408376,17.53693662421285,17.91244237514926
1958,9483618.720824605,823985.4052797997,891160.8967501206,-67175.49147032085,477406.7326300344,930758.0,17862.841824440984,1426027.5744544754,1638843.8988437734,6485922.738996675,2.6675715573672908e-05,2.4288049574675225e-05,1.715819992828575e-05,2.582315283761397e-05,3.684268876169499e-05,3.2966433907003985e-05,2.6178063546146185e-05,11816480.6340745,26339595.596504472,3.09332580930608,6.895196073050864,9.988521882356943,0.9813443794543276,2.5298231560587685,fordist,True,PerezEyzaguirre,1.5753041302226456,0.2811961126761277,0.3682452800578985,0.3035783783090277,0.2937839680321925,0.0097944102768351,0.1232814702241128,0.240351060888319,0.4467800326865331,0.5532199673134668,1.2382378952499278,20425669.214802947,42874467.13412425,16.832302962668233,17.573787035014526,17.963398041123572
1959,8946686.907058401,956690.7570569782,904427.2186796456,52263.5383773325,257997.3169606604,956229.0,15402.695534372702,1229629.012495033,1665353.0306718291,5999441.325514207,3.987382156705669e-05,3.383044965339636e-05,2.357261565662822e-05,3.9083807720865193e-05,6.029095476974156e-05,5.300252814465752e-05,3.9620971481525125e-05,12270402.223186186,27019964.70423012,4.861652565517023,10.70557250978117,15.567225075298191,0.9936587446200424,3.56738597348369,fordist,True,PerezEyzaguirre,2.0296379771131385,0.3925672692462802,0.4805858389235321,0.5767979916235209,0.4793692911286223,0.0974287004948984,0.1008351752858956,0.373730703731152,0.5750776192763191,0.4249223807236809,0.7388957011723142,21210306.579833347,43981942.86743155,16.869997780931136,17.599289718273212,17.992851146322657
1960,9688926.504720556,951180.496133404,1217845.9497959046,-266665.4536625005,313580.96729950694,1259369.0,19953.174378365045,1592903.141677872,1777292.40110366,6585396.415601525,4.401932451362948e-05,3.836791057963322e-05,2.474362435003467e-05,3.973425811330928e-05,6.1003692177933065e-05,4.9624104388425046e-05,4.028036159605113e-05,12950191.296492476,28082983.990204223,5.216383881607511,11.31192749821541,16.52831137982292,0.9150608747660208,4.265,fordist,True,PerezEyzaguirre,2.5266790080523647,0.439766555330801,0.6329282458092983,0.5802552219177582,0.6043451454169262,-0.0240899234991679,0.124599070940998,0.5004009290590019,0.6093126657451776,0.3906873342548224,0.6411935221747267,22385372.75877261,45712280.19445891,16.923918301686196,17.63787753299417,18.036453305815563
1961,10152296.43718576,1010486.138369755,1448198.9616012543,-437712.8232314993,397303.1144293477,1195868.0,20209.68353835097,1613380.797967699,1765723.3629770344,7210905.099472526,4.732380521103672e-05,4.068077888868719e-05,2.8506396184919955e-05,4.5820969398314834e-05,5.695014191154474e-05,4.878328176195871e-05,4.617743030800952e-05,13864198.235728389,29063636.724415373,6.402130478067762,13.420840593389972,19.822971071457733,0.975775935643488,4.80445299038081,fordist,True,PerezEyzaguirre,2.9334523593894875,0.5033440973799257,0.7392667217150669,0.5754732897980638,0.7064789799117002,-0.1310056901136363,0.1820481384812231,0.5479583103242396,0.6588962612543945,0.3411037387456055,0.5176895951666481,23965302.010044936,47308544.77144826,16.992117592626443,17.672201487705973,18.08204001278635
1962,10633376.753748316,1054516.324016511,1277257.926280826,-222741.6022643149,361904.5845985093,1426754.0,22689.47988417325,1811348.0644826824,1860851.855301441,7183918.436228508,5.344285620094384e-05,4.578330448041944e-05,3.369730117144014e-05,4.871129006944757e-05,6.491383398949864e-05,5.108260863918927e-05,4.8801595477213534e-05,14656733.31188608,30259727.133626707,7.152719701040646,14.767229628261129,21.91994932930177,0.913154702917088,5.682780247810302,fordist,True,PerezEyzaguirre,3.289035251283485,0.627056854035258,0.8823310098574837,0.6845269759642416,0.652456667795059,0.0320703081691826,0.1762883919784091,0.694990279517446,0.5941905193772513,0.4058094806227487,0.6829618908225973,25335258.074631978,49255489.58126069,17.047707583326627,17.712531382949667,18.127527031421703
1963,11306060.64095473,1061466.4016463386,1201729.335228026,-140262.93358168728,302885.753904942,1749825.0,26039.032691757195,2078749.7865966992,1855358.7182119768,7512215.069727741,7.719854128924752e-05,6.739637183237742e-05,4.490948358968319e-05,6.941469728897741e-05,0.0001017021169028,8.754442098996797e-05,6.913425126411502e-05,15227201.784688788,32049055.63977562,10.527211942320552,22.1568746537785,32.68408659609906,0.8955383108222574,8.728113892094798,fordist,True,PerezEyzaguirre,5.062960401241599,0.8332320190851641,1.4429578717613625,1.079533800686304,1.0520469883919663,0.0274868122943374,0.2102472292045525,1.214635726836849,0.5576814422070525,0.4423185577929475,0.7931383838817541,26321355.43168608,52168081.99172329,17.08589116125977,17.769981409740094,18.178474618583483
1964,11557630.950735234,1191441.8793989513,1263576.2182765342,-72134.33887758292,339476.494051527,1596262.0,24555.21696537803,1960293.711016905,1925071.289165166,7744400.289430746,0.0001148859747163,0.0001018008551653,6.522271554816851e-05,0.0001071650590972,0.0001407085886212,0.0001074166609744,0.0001061025643919,15870842.068814576,33683353.99679623,16.839370425600737,35.73890236380234,52.57827278940307,0.9235467136334586,13.278096971864946,fordist,True,PerezEyzaguirre,7.883865722064468,1.2555837710316566,2.100749913889961,1.6764610527441643,1.3572913825392492,0.3191696702049151,0.3638001854714215,1.7106351156461466,0.6767742739731578,0.3232257260268422,0.4775975365157895,27433935.72898412,54828322.95627069,17.127291335267294,17.819717460668997,18.22542297827015
1965,11651050.637611322,1231609.1982200935,1283471.1189187055,-51861.920698612,292369.8038919817,1526405.0,23071.50994722196,1841846.313839204,2107463.555158141,7753602.689312588,0.000160164116709,0.0001359969375708,9.393233834590756e-05,0.0001553428399951,0.0002156161074337,0.0001470544162381,0.0001528953734864,16286933.464280952,35123303.68577981,24.901967749693828,53.701906351135534,78.60387410082936,0.954616905634298,18.660802341048488,fordist,True,PerezEyzaguirre,10.544662208872312,1.979589797147837,2.861176372262882,2.655547811997568,1.8874009615105125,0.7681468504870557,0.4541755566539088,2.371160876827206,0.6381088691725728,0.3618911308274272,0.5671307018451045,28153180.77919087,57172211.4715261,17.15317090009882,17.86157852486959,18.261982649883507
1966,12950278.200823154,1293972.1149192594,1649240.5779394894,-355268.46302022994,374517.2499430633,1502754.0,23813.548672443256,1901084.7986155064,2329421.333541879,9075040.531686,0.000206373023864,0.0001692138812891,0.0001273981526971,0.0002092382363344,0.0003202850305301,0.0001635440584065,0.000204721633273,16946582.86887736,36346800.10134277,34.69332123312815,74.40976280994133,109.10308404306949,0.9919980307497932,26.72588072183916,fordist,True,PerezEyzaguirre,15.356228312224856,2.9676397474645064,3.9777963038444657,4.144398983320131,2.6972349740490564,1.4471640092710745,0.7836332885489624,3.14433596604465,0.553495656761064,0.4465043432389359,0.8066989104337007,29293434.036761858,59163766.60628809,17.192873954565947,17.895819861905366,18.298029384448718
1967,13370718.576514369,1269896.106950456,1514470.433940269,-244574.326989813,392800.3952703527,1524602.0,24322.6200080649,1941725.0152784176,2368926.5514860377,9304641.336739726,0.0002602733055074,0.000212741880562,0.0001622402436715,0.0002685591272418,0.000393973565935,0.0002247851702417,0.0002612086885226,17624608.12969785,37666682.55218094,46.03700775283131,98.38864750452284,144.42565525735415,1.0035938492166343,34.80041120918593,fordist,True,PerezEyzaguirre,19.79486895932931,3.8433522095298094,5.214679754467427,5.003054976222454,3.4043049431928467,1.598750033029607,1.0549013133404,4.094457825111028,0.5791916250038267,0.4208083749961733,0.726544302144205,30465451.334100284,61312214.80671827,17.232103856394982,17.931489643808593,18.33487953776496
1968,13849416.79463108,1296522.466940126,1655307.560991126,-358785.09405099973,453511.934198182,1645258.0,26623.302296780515,2125393.2364949626,2473819.44938158,9608989.202805538,0.0003491899057509,0.0002856401141483,0.0002139360634117,0.0003548931263925,0.0005206498589174,0.0002890967484537,0.0003431405533353,18482185.68166382,38997122.23445569,63.41987421651882,133.81494102015458,197.2348152366734,0.9826760386941154,48.36076545222159,fordist,True,PerezEyzaguirre,27.44712772739156,5.292391945919945,7.542874505131714,6.750342394956159,4.785440335733592,1.9649020592225668,1.609482681839025,5.838907553422717,0.5394079097121091,0.4605920902878909,0.8538845686073023,31947838.175406124,63477847.61693475,17.279615073757,17.966201546572137,18.37385834328539
1969,14364726.830165416,1428363.3005913943,1932609.3144010664,-504246.0138096721,439353.3054571149,1765306.0,27966.52943907329,2232625.834896188,2645653.5152926138,9990693.493786288,0.0004897710066818,0.000391694994897,0.0002915396570277,0.0004791680623426,0.0008598233404169,0.0003962160521246,0.000460556518367,19260708.756741274,40414728.78502079,88.7064496628555,186.1326677997575,274.839117462613,0.9403507191804016,70.35426720319178,fordist,True,PerezEyzaguirre,39.13304637066111,7.713129184625375,10.698029952432362,12.281401044434013,7.657308328512204,4.624092715921809,2.1052407205970223,8.45878255461766,0.5005314522990513,0.4994685477009487,0.9978764479370468,33293573.449728668,65785366.92711689,17.320874946828166,18.001907984437977,18.41142746790618
1970,14660107.037449896,1259008.0346374845,1882748.6799049373,-623740.6452674533,463040.939347318,1883912.0,29771.55168960104,2376724.491036919,2801754.437266157,10105368.754414272,0.0006904158550181,0.0005549116744684,0.0004550544123256,0.0006835760235075,0.0010765672548811,0.000557468097252,0.0006531229740354,20090795.721397035,42109640.59084133,131.2176025229652,275.0277369825209,406.2453395054861,0.9459849006773312,101.21570334917836,fordist,True,PerezEyzaguirre,56.07587096632673,12.749507189307932,16.246718765559038,13.554068237229256,10.4957232419032,3.0583449953260544,3.165236840402171,12.877970735980613,0.5092767661923354,0.4907232338076646,0.9635688615379248,34728440.75790891,68544271.87110683,17.363069527596902,18.042990399155215,18.45288374265049
1971,15972953.989602089,1416342.167334876,1828785.044966112,-412442.8776312356,413042.03750658507,1879489.0,29081.199345276225,2321612.236851861,3149878.8393828324,10913905.79099863,0.0008198647497503,0.0006431379816055,0.0006242990443547,0.0008837429033077,0.0010379449335667,0.0005699207933748,0.0008393614398309,20693892.981235795,43584331.0040252,173.6965580843663,365.8300682560512,539.5266263404176,1.0237803736366122,130.95661925458174,fordist,True,PerezEyzaguirre,70.19147341855437,19.66466349259794,20.51708338550147,14.700851767821137,10.422626237390556,4.27822553043058,3.650229694141974,16.609850655948858,0.5623170054214746,0.4376829945785254,0.7783563192268533,35770939.410028554,70944709.8513107,17.39264637340163,18.0774113971458,18.48567837150951
1972,15779175.459507676,1260235.6735514142,1966210.8920168497,-705975.2184654356,314937.2104567951,1516974.0,23238.147803696804,1855149.358260492,3328889.0976120643,11301112.222100556,0.0015369339468903,0.0011641657226955,0.0011514092120379,0.0018496664781064,0.0020023558180482,0.0011209938112881,0.0017463306952445,20852381.7511092,44616073.91028816,364.1515432091826,779.1441937083353,1143.2957369175178,1.136243166973988,242.51550417655693,fordist,True,PerezEyzaguirre,131.56367477304642,38.32913572843063,34.31407579855033,25.23440233047566,22.04110241638143,3.1932999140942293,5.825288008902743,28.05895955958978,0.6903477385078481,0.3096522614921518,0.4485453405865421,36044899.08448189,72624136.82517461,17.400275916107695,18.10080788769807,18.50381745327479
1973,14901061.473721752,1289304.621412301,2197100.2870430625,-907795.6656307617,363762.5149791797,1357787.0,21838.1883642131,1743387.7033433928,3386937.2466009697,10678532.189408151,0.0079832056843479,0.0065468490016319,0.0045397034261165,0.0095070004031099,0.0132271728765456,0.0067882792106438,0.0089159694148842,21114782.48671384,45470336.52951087,1882.5875485347312,4054.121297816107,5936.708846350838,1.1168407488692218,1189.5823865983298,fordist,True,PerezEyzaguirre,699.1073780312087,153.75690622436005,165.74387598462476,170.53855117949684,149.14530202233945,21.393249157157385,34.58290376543332,129.0848155633738,0.5450286722310115,0.4549713277689885,0.8347658590264918,36498478.35170685,74014668.97885111,17.412781128689378,18.119773860967516,18.52064505221152
1974,15046273.832487073,1561658.363105417,2215248.768228875,-653590.405123458,319294.3896845518,1731299.0,26012.17351734592,2076605.5632018973,3712086.005044587,9911172.669364046,0.0635858589369123,0.0496203571224182,0.0398182082659123,0.0853493835144199,0.1063208890333453,0.0655483787649232,0.0796441546485962,21346336.615659308,46824670.82211499,17001.109345985617,37293.11324326136,54294.22258924697,1.2525450781063805,9567.30245438678,fordist,True,PerezEyzaguirre,4917.959273557948,1478.086136498437,1772.370046218967,1660.3690553172669,1452.0596531839587,208.3094021333081,272.5157931918945,1477.653023291317,0.3944709808320595,0.6055290191679406,1.5350407218566378,36898736.95573852,76219196.413759,17.42368787958316,18.149123910370403,18.543941490581236
1975,13103757.735814266,1680974.5993747632,1518019.9843459616,162954.6150288016,340804.3957237621,1268978.0,20420.400852446444,1630202.7965762084,3514734.8801800325,7795865.444029223,0.2821306649032177,0.2950518484960794,0.1616542965036108,0.4409522712314553,0.4989812063581529,0.5431646761289649,0.4156856852885504,21558990.0030672,47438587.45656337,89617.63533553995,197195.4173600237,286813.0526955637,1.473380022094186,36969.71882735961,fordist,True,PerezEyzaguirre,23001.84509887531,5681.719944522059,7188.416257181492,8387.74733453432,8245.348331545707,142.39900298861355,1502.7847234005658,5595.587312427498,0.4927199418713367,0.5072800581286633,1.029550491100538,37266324.21654065,77218503.65332201,17.43360064079446,18.162149670903755,18.55595286449186
1976,13564778.453149129,2169935.800625673,1562866.4789979763,607069.3216276967,312904.26017669257,1062192.0,17443.361859404016,1392539.6220360966,3535191.432227995,8029978.077257341,0.9921316100397533,0.9834347876629624,0.5209510678318191,1.4166403922185131,1.4375385755727013,1.4668541433587767,1.3311616962926751,21549635.47041755,47878711.315438375,286860.4930728983,637343.0657096624,924203.5587825608,1.341718863527932,134580.454865554,fordist,True,PerezEyzaguirre,78969.59785345817,18416.61751609072,19727.27876341036,31193.66419915639,22924.97170234724,8268.692496809148,4432.728138635534,15047.44091491367,0.485581282901028,0.514418717098972,1.0593874500797464,37250154.20827188,77934918.44614384,17.433166642600654,18.171384657470455,18.562050720177513
