"window_id","window_role","year_start","year_end","available_start","available_end","spec_id","promotion_eligible","classification","promotion_status","fm_ols_ok","im_ols_ok","dols_ok","im_ols_overturns_fm_sign_pattern","dols_catastrophic_contradiction","neighborhood_reversal_count","condition_number_scaled","max_abs_pairwise_corr","severe_collinearity_flag","stability_test_type","exact_hansen_type_test","rolling_proxy_reversal_count","rolling_window_length","statuses_observed","notes"
"pre_1974_alt_1940_1973","support",1940,1973,1940,1973,"SPEC_B1_WAGE_BASELINE",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,FALSE,4,4.12252105572529,0.888859126936951,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",1,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1940_1973","support",1940,1973,1940,1973,"SPEC_C1_COMPOSITION_STOCK",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,TRUE,10,4.57394134008439,0.888859126936951,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",2,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1940_1973","support",1940,1973,1940,1973,"SPEC_C2_FULL_COMPOSITION",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,TRUE,TRUE,10,98.3378772067707,0.99959355634251,TRUE,"proxy_stability_diagnostic","not_implemented_in_this_S30",3,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1940_1973","support",1940,1973,1940,1973,"SPEC_D1_CURRENT_COST_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,TRUE,FALSE,TRUE,5,4.45631850943395,0.888859126936951,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1940_1973","support",1940,1973,1940,1973,"SPEC_D2_PRICE_WEDGE_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,TRUE,TRUE,TRUE,13,6.49010064284713,0.888859126936951,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"bridge_1940_1978","bridge",1940,1978,1940,1978,"SPEC_B0_CAPITAL_ONLY",FALSE,"SUPPORTING","supporting_benchmark_contrast",TRUE,TRUE,TRUE,FALSE,FALSE,0,1,NA,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"bridge_1940_1978","bridge",1940,1978,1940,1978,"SPEC_B1_WAGE_BASELINE",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,FALSE,4,4.65743565595617,0.911862073234485,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",1,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"bridge_1940_1978","bridge",1940,1978,1940,1978,"SPEC_C1_COMPOSITION_STOCK",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,TRUE,10,5.13960163389359,0.911862073234485,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",2,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"bridge_1940_1978","bridge",1940,1978,1940,1978,"SPEC_C2_FULL_COMPOSITION",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,TRUE,FALSE,10,97.4028787188072,0.999585519247024,TRUE,"proxy_stability_diagnostic","not_implemented_in_this_S30",3,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"bridge_1940_1978","bridge",1940,1978,1940,1978,"SPEC_D1_CURRENT_COST_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,TRUE,FALSE,TRUE,5,4.82997234678565,0.911862073234485,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"bridge_1940_1978","bridge",1940,1978,1940,1978,"SPEC_D2_PRICE_WEDGE_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,TRUE,TRUE,TRUE,13,7.065144487852,0.911862073234485,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"fordist_core","benchmark",1945,1973,1945,1973,"SPEC_B0_CAPITAL_ONLY",FALSE,"SUPPORTING","supporting_benchmark_contrast",TRUE,TRUE,TRUE,FALSE,FALSE,0,1,NA,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"fordist_core","benchmark",1945,1973,1945,1973,"SPEC_B1_WAGE_BASELINE",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,TRUE,4,3.31497478523366,0.833181220000448,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",1,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"fordist_core","benchmark",1945,1973,1945,1973,"SPEC_C1_COMPOSITION_STOCK",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,TRUE,TRUE,10,3.5480555508652,0.833181220000448,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",2,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"fordist_core","benchmark",1945,1973,1945,1973,"SPEC_C2_FULL_COMPOSITION",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,FALSE,TRUE,FALSE,14,113.515512329011,0.999806909090068,TRUE,"proxy_stability_diagnostic","not_implemented_in_this_S30",3,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"fordist_core","benchmark",1945,1973,1945,1973,"SPEC_D1_CURRENT_COST_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,TRUE,FALSE,TRUE,5,3.97237454687294,0.833181220000448,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"fordist_core","benchmark",1945,1973,1945,1973,"SPEC_D2_PRICE_WEDGE_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,FALSE,TRUE,FALSE,13,4.22952420671015,0.833181220000448,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1947_1974","support",1947,1974,1947,1974,"SPEC_B0_CAPITAL_ONLY",FALSE,"SUPPORTING","supporting_benchmark_contrast",TRUE,TRUE,TRUE,FALSE,FALSE,0,1,NA,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1947_1974","support",1947,1974,1947,1974,"SPEC_B1_WAGE_BASELINE",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,TRUE,4,4.08692952998331,0.887024753276749,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",1,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1947_1974","support",1947,1974,1947,1974,"SPEC_C1_COMPOSITION_STOCK",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,TRUE,6,4.28607308119261,0.887024753276749,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",2,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1947_1974","support",1947,1974,1947,1974,"SPEC_C2_FULL_COMPOSITION",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,FALSE,TRUE,FALSE,8,148.783222609273,0.999879736930688,TRUE,"proxy_stability_diagnostic","not_implemented_in_this_S30",3,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1947_1974","support",1947,1974,1947,1974,"SPEC_D1_CURRENT_COST_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,TRUE,FALSE,TRUE,5,4.62001700572642,0.887024753276749,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"pre_1974_alt_1947_1974","support",1947,1974,1947,1974,"SPEC_D2_PRICE_WEDGE_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,FALSE,TRUE,FALSE,7,5.51463019641882,0.887024753276749,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_tight","support_short",1974,1983,1974,1983,"SPEC_B0_CAPITAL_ONLY",FALSE,"SUPPORTING","supporting_benchmark_contrast",TRUE,TRUE,FALSE,FALSE,FALSE,0,1,NA,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_tight","support_short",1974,1983,1974,1983,"SPEC_B1_WAGE_BASELINE",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,FALSE,FALSE,FALSE,5,1.46464349264735,0.364106460187593,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",1,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_tight","support_short",1974,1983,1974,1983,"SPEC_C1_COMPOSITION_STOCK",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,FALSE,TRUE,FALSE,9,2.73425556075981,0.699134653927135,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",2,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_tight","support_short",1974,1983,1974,1983,"SPEC_C2_FULL_COMPOSITION",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,FALSE,FALSE,FALSE,14,294.55558347678,0.999958397649823,TRUE,"proxy_stability_diagnostic","not_implemented_in_this_S30",3,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_tight","support_short",1974,1983,1974,1983,"SPEC_D1_CURRENT_COST_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,FALSE,FALSE,FALSE,4,1.49052812100892,0.364106460187593,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_tight","support_short",1974,1983,1974,1983,"SPEC_D2_PRICE_WEDGE_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,FALSE,FALSE,FALSE,7,11.717153649837,0.892763770394677,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_support","support",1974,1987,1974,1987,"SPEC_B0_CAPITAL_ONLY",FALSE,"SUPPORTING","supporting_benchmark_contrast",TRUE,TRUE,FALSE,FALSE,FALSE,0,1,NA,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_support","support",1974,1987,1974,1987,"SPEC_B1_WAGE_BASELINE",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,FALSE,FALSE,FALSE,5,1.52620893889495,0.399275596984429,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",1,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_support","support",1974,1987,1974,1987,"SPEC_C1_COMPOSITION_STOCK",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,FALSE,TRUE,FALSE,9,4.4699207816109,0.887825741291277,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",2,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_support","support",1974,1987,1974,1987,"SPEC_C2_FULL_COMPOSITION",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,FALSE,TRUE,FALSE,13,261.977941319236,0.999943759886294,TRUE,"proxy_stability_diagnostic","not_implemented_in_this_S30",3,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_support","support",1974,1987,1974,1987,"SPEC_D1_CURRENT_COST_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,FALSE,TRUE,FALSE,4,2.94128665226698,0.761994952656541,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1974_support","support",1974,1987,1974,1987,"SPEC_D2_PRICE_WEDGE_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,FALSE,FALSE,FALSE,7,9.43746041605765,0.942845215233623,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated; rejected_sample_size","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1973","post_reference",1974,2024,1974,2024,"SPEC_B0_CAPITAL_ONLY",FALSE,"SUPPORTING","supporting_benchmark_contrast",TRUE,TRUE,TRUE,FALSE,FALSE,0,1,NA,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1973","post_reference",1974,2024,1974,2024,"SPEC_B1_WAGE_BASELINE",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,FALSE,5,1.47154875682161,0.368179446520951,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",1,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1973","post_reference",1974,2024,1974,2024,"SPEC_C1_COMPOSITION_STOCK",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,FALSE,9,4.62118198930229,0.831824951822689,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",2,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1973","post_reference",1974,2024,1974,2024,"SPEC_C2_FULL_COMPOSITION",TRUE,"FRAGILE","not_promoted_fragility_flag",TRUE,TRUE,TRUE,FALSE,TRUE,13,121.058133132488,0.999588424433952,TRUE,"proxy_stability_diagnostic","not_implemented_in_this_S30",3,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1973","post_reference",1974,2024,1974,2024,"SPEC_D1_CURRENT_COST_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,TRUE,FALSE,FALSE,4,9.3139626826438,0.970805391268428,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
"post_1973","post_reference",1974,2024,1974,2024,"SPEC_D2_PRICE_WEDGE_DIAGNOSTIC",FALSE,"DIAGNOSTIC_ONLY","not_promoted_diagnostic_only",TRUE,TRUE,TRUE,TRUE,FALSE,7,10.6218996051013,0.831824951822689,FALSE,"proxy_stability_diagnostic","not_implemented_in_this_S30",NA,30,"estimated","Historical windows are benchmark contrasts, not search devices. Rolling diagnostics are not regime identifiers."
