"stage_id","source_input_id","candidate_id","derived_variable_family","source_input_status","dependency_role","dependency_authorization_status","implementation_authorized","sector","asset_family","measurement_concept","theoretical_role","implementation_status","construction_authorized_in_s29b"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__IPP__net_stock_current_cost","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","NFC","IPP","net_stock_current_cost","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__IPP__net_stock_quantity_index","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","NFC","IPP","net_stock_quantity_index","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__TOTAL__cfc_current_cost","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","NFC","TOTAL","cfc_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__TOTAL__gross_investment_current_cost","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","NFC","TOTAL","gross_investment_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__TOTAL__net_stock_current_cost","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","NFC","TOTAL","net_stock_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__TOTAL__net_stock_quantity_index","DV_PLAN_NFC_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","NFC","TOTAL","net_stock_quantity_index","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__ME__cfc_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","ME","cfc_current_cost","core_ME","ready_for_existing_GPIM_consumption","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__ME__gross_investment_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","ME","gross_investment_current_cost","core_ME","ready_for_existing_GPIM_consumption","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__ME__net_stock_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","ME","net_stock_current_cost","core_ME","ready_for_existing_GPIM_consumption","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__ME__net_stock_quantity_index","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","ME","net_stock_quantity_index","core_ME","requires_price_concept_review","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__NRC__cfc_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","NRC","cfc_current_cost","core_NRC","ready_for_existing_GPIM_consumption","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__NRC__gross_investment_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","NRC","gross_investment_current_cost","core_NRC","ready_for_existing_GPIM_consumption","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__NRC__net_stock_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","NRC","net_stock_current_cost","core_NRC","ready_for_existing_GPIM_consumption","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__NRC__net_stock_quantity_index","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","NRC","net_stock_quantity_index","core_NRC","requires_price_concept_review","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__IPP__cfc_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","IPP","cfc_current_cost","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__IPP__gross_investment_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","IPP","gross_investment_current_cost","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__IPP__net_stock_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","IPP","net_stock_current_cost","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__IPP__net_stock_quantity_index","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","IPP","net_stock_quantity_index","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__TOTAL__cfc_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","TOTAL","cfc_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__TOTAL__gross_investment_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","TOTAL","gross_investment_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__TOTAL__net_stock_current_cost","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","TOTAL","net_stock_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__TOTAL__net_stock_quantity_index","DV_PLAN_CORP_FIXED_ASSET_CAPITAL_STOCK","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","ready_after_distribution_planning","no","CORP","TOTAL","net_stock_quantity_index","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__ME__cfc_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","ME","cfc_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__ME__gross_investment_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","ME","gross_investment_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__ME__net_stock_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","ME","net_stock_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__ME__net_stock_quantity_index","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","ME","net_stock_quantity_index","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__NRC__cfc_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","NRC","cfc_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__NRC__gross_investment_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","NRC","gross_investment_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__NRC__net_stock_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","NRC","net_stock_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__NRC__net_stock_quantity_index","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","NRC","net_stock_quantity_index","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__IPP__cfc_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","IPP","cfc_current_cost","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__IPP__gross_investment_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","IPP","gross_investment_current_cost","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__IPP__net_stock_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","IPP","net_stock_current_cost","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__IPP__net_stock_quantity_index","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","IPP","net_stock_quantity_index","contextual_IPP","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__TOTAL__cfc_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","TOTAL","cfc_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__TOTAL__gross_investment_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","TOTAL","gross_investment_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__TOTAL__net_stock_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","TOTAL","net_stock_current_cost","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__TOTAL__net_stock_quantity_index","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","FIN","TOTAL","net_stock_quantity_index","review_required","requires_common_unit_reconciliation","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","GOV_TRANS","HIGHWAYS_STREETS","cfc_current_cost","contextual_government_transportation","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","GOV_TRANS","HIGHWAYS_STREETS","gross_investment_current_cost","contextual_government_transportation","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","GOV_TRANS","HIGHWAYS_STREETS","net_stock_current_cost","contextual_government_transportation","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","GOV_TRANS","HIGHWAYS_STREETS","net_stock_quantity_index","contextual_government_transportation","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","GOV_TRANS","TRANSPORTATION_STRUCTURES","cfc_current_cost","contextual_government_transportation","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","GOV_TRANS","TRANSPORTATION_STRUCTURES","gross_investment_current_cost","contextual_government_transportation","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","GOV_TRANS","TRANSPORTATION_STRUCTURES","net_stock_current_cost","contextual_government_transportation","reference_only","no"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","DV_PLAN_FIN_AND_GOV_TRANS_ASSET_BOUNDARIES","fixed_assets_and_capital_stock_variables","authorized_observation_bearing","observation_bearing_source_input","requires_review_before_implementation","no","GOV_TRANS","TRANSPORTATION_STRUCTURES","net_stock_quantity_index","contextual_government_transportation","reference_only","no"
