"variable_id","year","value","unit","frequency","source_dataset","source_table","source_line","source_line_description","source_vintage_or_retrieval_date","transformation_status","candidate_status","allowed_use","prohibited_use","notes","provider_release_commit","s21_intake_status","provider_candidate_status","object_admissibility","can_enter_model_input_preparation","can_enter_modeling","can_construct_adjusted_shaikh","provider_handoff_authorized","blocked_or_parked_status","s21_notes","s23_queue_rank","display_name","concept_family","construction_family","sector_boundary","account_position","s23_candidate_status","s23_object_admissibility","s23_source_observation_rows","s23_coverage_start","s23_coverage_end","s23_authorization_scope","s23_can_construct_in_s23","s23_can_model_in_s23","s23_required_before_implementation","s23_notes","s22_display_name","s22_concept_family","s22_sector_boundary","s22_account_position","s22_source_status","s22_candidate_status","s22_object_admissibility","s22_source_observation_rows","s22_coverage_start","s22_coverage_end","s22_authorization","s22_can_construct_variable_now","s22_can_model_now","s22_can_run_econometrics_now","s22_notes","s24c_stage_id","s24c_construction_action","s24c_authorization_scope","provider_v1_commit","s21_intake_commit","s22_model_input_preparation_commit","s23_construction_plan_commit","s24a_income_distribution_construction_commit","s24b_fixed_assets_construction_commit","s24c_constructed_object","s24c_modeling_authorized","s24c_econometrics_authorized","s24c_notes"
"WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE",,,"metadata_only","not_applicable","S20E_CL_CONCEPTUAL_LEDGER","S20E_CL_candidate_menu",,"NFC_COMP / NFC_GVA","S20E-CL-PATCH 2026-06-17","metadata_status_row_only_no_series_constructed","READY_AS_BASELINE","existing documented baseline lane","none from S20E-CL","Preserve existing baseline; not replaced by Shaikh corporate candidate.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",11,"Wage Share Unadjusted Nfc Gva Baseline","S20E_stock_flow_labour_value_accounting","provider_source_inputs_other","nonfinancial corporate","conceptual_candidate_status","READY_AS_BASELINE","eligible_for_model_input_preparation_only",1,,,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","Wage Share Unadjusted Nfc Gva Baseline","S20E_stock_flow_labour_value_accounting","nonfinancial corporate","conceptual_candidate_status","S20E_CL_metadata_only","READY_AS_BASELINE","eligible_for_model_input_preparation_only",1,,,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L28",2023,3139664,"Millions of current dollars","A","NIPA","T71100",28,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",24,"BankMonIntPaid_received_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_received_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L28",2024,3489248,"Millions of current dollars","A","NIPA","T71100",28,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",24,"BankMonIntPaid_received_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_received_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1946,870,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1947,1009,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1948,1133,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1949,1308,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1950,1427,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1951,1613,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1952,1950,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1953,2363,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1954,2683,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
"T711_L4",1955,3158,"Millions of current dollars","A","NIPA","T71100",4,"Financial","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","provider source inspection; downstream source-of-truth construction if separately imported and validated","adjusted Shaikh construction; model-input panel construction; econometrics; handoff without downstream import pass","Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.","af67374e28232d02d65765d3836dc2ab3e3da8eb","imported_from_provider_v1","READY_AS_BASELINE","eligible_for_model_input_preparation_only","yes","no","no","no","not_blocked_or_parked","S21 intake only; model-input preparation authorization is limited to READY_AS_BASELINE source objects and excludes modeling.",25,"BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","provider_source_inputs_other","FIN","imputed_interest","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"future_implementation_planning_only","no","no","separate S24 implementation pass; preserve provider provenance; no modeling","Authorized baseline object from S22; queued for future implementation only.","BankMonIntPaid_paid_financial","shaikh_candidate_semantic_audit_only","FIN","imputed_interest","staged","READY_AS_BASELINE","eligible_for_model_input_preparation_only",79,1946,2024,"authorized_for_variable_construction_planning_only","no","no","no","Ready baseline source object; S22 authorizes planning only, not construction or modeling.","S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION","source_input_materialized_from_s21_downstream_intake","provider_source_inputs_other_only","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","444fb8397c00feb801369eac52614ca633afbfcc","24bcad5797cbebddbd77d697bc3ebdf0049746e2","yes","no","no","S24C materializes provider-other source-input rows only; no GPIM, theta, productive capacity, utilization, accumulated q, adjusted Shaikh, model, or econometric object is constructed."
