"year","variable_id","value","unit","source_boundary","source_stage","source_file","copied_from_source_variable","price_object_used","allowed_use","prohibited_use","status"
1939,"Y_REAL_NFC_GVA_BASELINE",420183,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1940,"Y_REAL_NFC_GVA_BASELINE",474124,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1941,"Y_REAL_NFC_GVA_BASELINE",570642,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1942,"Y_REAL_NFC_GVA_BASELINE",647653,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1943,"Y_REAL_NFC_GVA_BASELINE",720413,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1944,"Y_REAL_NFC_GVA_BASELINE",732875,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1945,"Y_REAL_NFC_GVA_BASELINE",679342,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1946,"Y_REAL_NFC_GVA_BASELINE",658573,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1947,"Y_REAL_NFC_GVA_BASELINE",703904,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1948,"Y_REAL_NFC_GVA_BASELINE",758556,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1949,"Y_REAL_NFC_GVA_BASELINE",751642,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1950,"Y_REAL_NFC_GVA_BASELINE",848936,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1951,"Y_REAL_NFC_GVA_BASELINE",896303,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1952,"Y_REAL_NFC_GVA_BASELINE",930356,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1953,"Y_REAL_NFC_GVA_BASELINE",999235,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1954,"Y_REAL_NFC_GVA_BASELINE",989290,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1955,"Y_REAL_NFC_GVA_BASELINE",1107804,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1956,"Y_REAL_NFC_GVA_BASELINE",1146054,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1957,"Y_REAL_NFC_GVA_BASELINE",1161542,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1958,"Y_REAL_NFC_GVA_BASELINE",1117530,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1959,"Y_REAL_NFC_GVA_BASELINE",1243327,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1960,"Y_REAL_NFC_GVA_BASELINE",1285478,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1961,"Y_REAL_NFC_GVA_BASELINE",1316239,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1962,"Y_REAL_NFC_GVA_BASELINE",1427784,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1963,"Y_REAL_NFC_GVA_BASELINE",1515745,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1964,"Y_REAL_NFC_GVA_BASELINE",1622045,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1965,"Y_REAL_NFC_GVA_BASELINE",1758279,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1966,"Y_REAL_NFC_GVA_BASELINE",1888178,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1967,"Y_REAL_NFC_GVA_BASELINE",1942223,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1968,"Y_REAL_NFC_GVA_BASELINE",2068281,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1969,"Y_REAL_NFC_GVA_BASELINE",2150996,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1970,"Y_REAL_NFC_GVA_BASELINE",2132246,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1971,"Y_REAL_NFC_GVA_BASELINE",2216302,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1972,"Y_REAL_NFC_GVA_BASELINE",2384020,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1973,"Y_REAL_NFC_GVA_BASELINE",2529343,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1974,"Y_REAL_NFC_GVA_BASELINE",2491175,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1975,"Y_REAL_NFC_GVA_BASELINE",2456693,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1976,"Y_REAL_NFC_GVA_BASELINE",2657867,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1977,"Y_REAL_NFC_GVA_BASELINE",2854488,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1978,"Y_REAL_NFC_GVA_BASELINE",3038745,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1979,"Y_REAL_NFC_GVA_BASELINE",3118975,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1980,"Y_REAL_NFC_GVA_BASELINE",3140096,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
1981,"Y_REAL_NFC_GVA_BASELINE",3283888,"Millions of 2017-price-equivalent dollars","NFC","S12B_OUTPUT_PRICE_REAL_OUTPUT","output/US/S12B_OUTPUT_PRICE_REAL_OUTPUT/csv/S12B_real_output_objects_long.csv","Y_REAL_NFC_GVA_BASELINE","P_Y_NFC_GVA_IMPLICIT_SOURCE","authoritative_level_realized_NFC_GVA","not_productive_capacity; not_capacity_utilization; not_CORP_or_FC_real_GVA; not_cross_family_join; not_complete_case_sample","source_copy_complete"
