year,y,k_NR,k_ME,m,nrs,omega,omega_kME,phi,p_Y,p_M,tot,pcu,rer,ner,D1973,D1975,D7375,D1982,Y_real,M_real,K_NR_gross,K_ME_gross,GOS,I_total,NRS,pi,in_sample,current_account_gdp,q_bop_lag1,k_CL,c_t,s_t,omega_mean_est,omega_t_centered,omega_c,g_k_ME,g_k_NR,g_K_consistent,w_g,mu_threshold,regime_threshold,theta_NRC_threshold,theta_ME_threshold,theta_overall_threshold
1959,16.006793843735952,17.599289718273212,16.869997780931136,13.715057114775236,14.760201552354872,0.5750776192763191,9.701558161054663,0.482250332682313,3.987382156705669e-5,5.300252814465752e-5,4.620515508273974,0.30138885515115144,4.290648324252956,-6.853267093698067,0,0,0,0,8946686.907058401,904427.2186796456,43981942.86743155,21210306.579833347,3801647.500136641,1229629.012495033,2572018.487641608,0.4249223807236809,TRUE,-0.04997804687402793,-0.07736275063721045,17.992851146322657,-0.7292919373420759,0.32535012612182895,0.5646080114850325,0.010469607791286584,-0.007635400549319085,0.037694818262902885,0.02550268325868643,0.029469395920002618,0.41616102037743385,0.0848860502319545,1,0.9598990815138864,0.11340427503705522,0.6076209391062899
1960,16.0864941939034,17.63787753299417,16.923918301686196,14.012594241252884,14.600524599742908,0.6093126657451776,10.311957775254015,0.48970151266893247,4.401932451362948e-5,4.9624104388425046e-5,4.684710925738224,0.3435029601665587,4.233116953306938,-6.858013187087323,0,0,0,0,9688926.504720556,1217845.9497959046,45712280.19445891,22385372.75877261,3785340.867920168,1592903.141677872,2192437.7262422955,0.3906873342548224,TRUE,-0.03402960217544207,-0.04997804687402793,18.036453305815563,-0.7139592313079746,0.32872458576724484,0.5646080114850325,0.04470465426014514,-0.03191730059146199,0.05392052075506015,0.038587814720958846,0.04362805216070974,0.406275319931059,0.08749584171284899,1,0.9138873460013077,0.1594160105496339,0.6073642628118656
1961,16.133210487830446,17.672201487705973,16.992117592626443,14.185831246909432,14.430482916803811,0.6588962612543945,11.196042752576584,0.5065744914755551,4.732380521103672e-5,4.878328176195871e-5,4.678882477086767,0.28243077882154216,4.137958319488265,-6.858013187087323,0,0,0,0,10152296.43718576,1448198.9616012543,47308544.77144826,23965302.010044936,3462986.271577753,1613380.797967699,1849605.4736100545,0.3411037387456055,TRUE,-0.05192835906198167,-0.03402960217544207,18.08204001278635,-0.6800838950795303,0.33624257834035903,0.5646080114850325,0.09428824976936201,-0.06412392016337934,0.06819929094024602,0.03432395471180172,0.0457142851074004,0.5016266878691792,0.028350903285270672,2,0.9381575333034143,0.20690143742244108,0.5713399599424948
1962,16.17950836250323,17.712531382949667,17.047707583326627,14.060226092913329,14.73331096299701,0.5941905193772513,10.129586223128356,0.5143641508797592,5.344285620094384e-5,5.108260863918927e-5,4.635233712417754,0.3022379421788869,4.091722646076954,-6.774974167748319,0,0,0,0,10633376.753748316,1277257.926280826,49255489.58126069,25335258.074631978,4315125.097704614,1811348.0644826824,2503777.033221931,0.4058094806227487,TRUE,-0.03259299118084833,-0.05192835906198167,18.127527031421703,-0.66482379962304,0.3396568457995672,0.5646080114850325,0.029582507892218834,-0.019667155299283492,0.055589990700184444,0.040329895243694125,0.04551309113304593,0.4148591191940052,0.08827099831862258,1,0.9342114369791438,0.1390919195717978,0.6043488543335698
1963,16.240849479811228,17.769981409740094,17.08589116125977,13.999272190041918,14.887823582966028,0.5576814422070525,9.52848442420408,0.5045490350951006,7.719854128924752e-5,8.754442098996797e-5,4.615031005100234,0.30461042253251747,4.271503578840049,-6.279413321788307,0,0,0,0,11306060.64095473,1201729.335228026,52168081.99172329,26321355.43168608,5000880.437026704,2078749.7865966992,2922130.6504300046,0.4423185577929475,TRUE,-0.05205923332278784,-0.03259299118084833,18.17847461858348,-0.6840902484803237,0.3353490137748875,0.5646080114850325,-0.006926569277979966,0.0047383984984894914,0.0381835779331432,0.05745002679042699,0.050989042167192564,0.25112896140094637,0.026965765402291994,2,0.9226302432151572,0.22242872751069825,0.746789363804928
1964,16.262856465148943,17.819717460668997,17.127291335267294,14.049456527122429,14.389553173636562,0.6767742739731578,11.59131015855228,0.5003606575905039,1.148859747163e-4,1.074166609744e-4,4.634262367028122,0.3453914902830632,4.1437843144253765,-6.044127199691288,0,0,0,0,11557630.950735234,1263576.2182765342,54828322.95627069,27433935.72898412,3735723.655201698,1960293.711016905,1775429.9441847932,0.3232257260268422,TRUE,-0.03371876106084535,-0.05205923332278784,18.225422978270153,-0.6924261254017026,0.3334935870646295,0.5646080114850325,0.11216626248812533,-0.07766685053544296,0.04140017400752427,0.0497360509289031,0.04695608943306322,0.2940341221249015,0.08435687452075663,1,0.8232192735083271,0.2500840830426144,0.6546979709208531
1965,16.27090691739565,17.86157852486959,17.15317090009882,14.065078777223803,14.680325063660332,0.6381088691725728,10.945590485785942,0.49242770315456846,1.60164116709e-4,1.470544162381e-4,4.75223212661372,0.414535418438947,4.074337222203612,-5.76757460774398,0,0,0,0,11651050.637611322,1283471.1189187055,57172211.4715261,28153180.77919087,4216411.890572778,1841846.313839204,2374565.5767335743,0.3618911308274272,TRUE,-0.01599406955166342,-0.03371876106084535,18.261982649883507,-0.7084076247707678,0.32995079233232943,0.5646080114850325,0.07350085768754033,-0.05206856801304468,0.02587956483152709,0.041861064200592324,0.03658795582111063,0.23338234481116882,0.02609844150226523,2,0.9349685549495449,0.21009041577631052,0.7657947951269386
1966,16.376627828568118,17.895819861905366,17.192873954565947,14.315825484132306,15.171673148760425,0.553495656761064,9.516181061092672,0.4951245621614712,2.06373023864e-4,1.635440584065e-4,4.958620709490312,0.400700208810758,4.019235591197311,-5.532690399813795,0,0,0,0,12950278.200823154,1649240.5779394894,59163766.60628809,29293434.036761858,5782355.462820051,1901084.7986155064,3881270.664204545,0.4465043432389359,TRUE,-0.0236592786716711,-0.01599406955166342,18.298029384448718,-0.7029459073394193,0.33115940617394435,0.5646080114850325,-0.011112354723968432,0.007811384274117472,0.0397030544671253,0.03424133703577681,0.03605003613703205,0.364716415002946,0.02680351961198338,2,0.9219881049840285,0.2230708657418269,0.6670815151038564
1967,16.408577693072512,17.931489643808593,17.232103856394982,14.230576387264993,15.119722829923989,0.5791916250038267,9.980690234820118,0.4968904064245619,2.602733055074e-4,2.247851702417e-4,4.909633520396589,0.4546472684339265,4.00673611915869,-5.292119943640085,0,0,0,0,13370718.576514369,1514470.433940269,61312214.80671827,30465451.334100284,5626510.356714159,1941725.0152784176,3684785.3414357416,0.4208083749961733,TRUE,-0.01819828986636918,-0.0236592786716711,18.334879537764962,-0.6993857874136111,0.331948420734035,0.5646080114850325,0.014583613518794225,-0.010199572024177683,0.039229901829035185,0.035669781903227005,0.0368515580902228,0.3533718689944469,0.026859348190898868,2,0.9259301043548657,0.21912886637098974,0.6761664298809146
1968,16.44375368102013,17.966201546572137,17.279615073757,14.319497386984532,15.263261804875752,0.5394079097121091,9.320761047565115,0.5032911381652301,3.491899057509e-4,2.890967484537e-4,4.977514290634714,0.5074988937993367,4.073434956255977,-4.992807655021701,0,0,0,0,13849416.79463108,1655307.560991126,63477847.61693475,31947838.175406124,6378931.830707351,2125393.2364949626,4253538.594212389,0.4605920902878909,TRUE,-0.00930692632255566,-0.01819828986636918,18.373858343285395,-0.6865864728151365,0.33479285907285955,0.5646080114850325,-0.025200101772923422,0.017302048990853962,0.04751121736201824,0.034711902763543634,0.03899702189213994,0.4078879752063374,0.02617850291413649,2,0.9198269141902496,0.22523205653560582,0.6365100241127628
1969,16.480286233867023,18.001907984437977,17.320874946828166,14.474381624157518,15.413301590663314,0.5005314522990513,8.669642692226155,0.5060939081880377,4.897710066818e-4,3.962160521246e-4,5.143349786313743,0.6101322981139957,4.134470315558178,-4.713395913559192,0,0,0,0,14364726.830165416,1932609.3144010664,65785366.92711689,33293573.449728668,7174729.247983572,2232625.834896188,4942103.413087384,0.4994685477009487,TRUE,0.00698858547716559,-0.00930692632255566,18.411427467906176,-0.6810330376098115,0.3360307783177435,0.5646080114850325,-0.06407655918598121,0.043638253742013654,0.04125987307116574,0.03570643786584071,0.03757256302022324,0.36900829080871017,0.025569981617067694,2,0.9138629057818171,0.23119606494403833,0.6619531816524864
1970,16.500640555722857,18.042990399155215,17.363069527596902,14.44824333081075,15.387730523976431,0.5092767661923354,8.84260790018723,0.5066570817648125,6.904158550181e-4,5.57468097252e-4,5.158646451689217,0.776426514621403,4.123442333725617,-4.460918338340081,0,0,0,0,14660107.037449896,1882748.6799049373,68544271.87110683,34728440.75790891,7194055.133383915,2376724.491036919,4817330.642346996,0.4907232338076646,TRUE,-0.01525838682193229,0.00698858547716559,18.45288374265049,-0.6799208715583127,0.3362789634727919,0.5646080114850325,-0.05533124529269706,0.03762086852381737,0.0421945807687365,0.041082414717237725,0.04145641276424536,0.3422667071020031,0.024990756919219013,2,0.9152045178798477,0.22985445284600778,0.6806320079085716
1971,16.586407474257214,18.0774113971458,17.39264637340163,14.41916239447728,15.356557866993484,0.5623170054214746,9.780180825045871,0.5042086927270404,8.198647497503e-4,5.699207933748e-4,4.844553346434339,0.6355288971650169,3.978733146971688,-4.389319832168024,0,0,0,0,15972953.989602089,1828785.044966112,70944709.8513107,35770939.410028554,6991090.334434046,2321612.236851861,4669478.097582186,0.4376829945785254,TRUE,-0.03637932990367419,-0.01525838682193229,18.48567837150951,-0.6847650237441698,0.3351986297944737,0.5646080114850325,-0.002291006063557921,0.0015688008215102769,0.029576845804726304,0.0344209979905834,0.0327972448153682,0.30228509264110826,0.026853180403995983,2,0.9233413815191156,0.22171758920673984,0.7112509684607634
1972,16.57420161976761,18.10080788769807,17.400275916107695,14.491618843527757,14.924372804954976,0.6903477385078481,12.012241128097523,0.4963212047704117,0.0015369339468903,0.0011209938112881,4.789120270437165,0.579747456080505,3.205699162813512,-3.9381103401914648,0,0,0,0,15779175.459507676,1966210.8920168497,72624136.82517461,36044899.08448189,4886057.365518016,1855149.358260492,3030908.007257524,0.3096522614921518,TRUE,-0.04402419903293145,-0.03637932990367419,18.50381745327479,-0.700531971590376,0.33169429343652457,0.5646080114850325,0.12573972702281566,-0.08808469887852872,0.007629542706066417,0.023396490552272553,0.018166683926774677,0.13930312143553583,0.027481161196181325,2,0.9429824810295984,0.2020764896962571,0.8397719637465738
1973,16.516943008225347,18.119773860967516,17.412781128689378,14.602648997590787,15.432156037474464,0.5450286722310115,9.490464978418784,0.49312492854809487,0.0079832056843479,0.0067882792106438,5.037776640505202,0.6015792264217205,3.112739731135745,-2.2000435469000177,1,0,1,0,14901061.473721752,2197100.2870430625,74014668.97885111,36498478.35170685,6779555.7238665065,1743387.7033433928,5036168.020523114,0.4549713277689885,TRUE,-0.0346590008935717,-0.04402419903293145,18.52064505221152,-0.7069927322781382,0.33026367661519607,0.5646080114850325,-0.019579339254021,0.01384245055540091,0.012505212581682912,0.018965973269445158,0.016832218690973875,0.24536382041518334,0.08113154264107068,1,1.0002847198140372,0.07301863673690447,0.7727671711288092
1974,16.526640932623458,18.149123910370403,17.42368787958316,14.610875265867808,15.766315831000307,0.3944709808320595,6.873139247570836,0.4841134345661719,0.0635858589369123,0.0655483787649232,5.01961965366505,0.6909245893416625,3.755061025190367,-0.1840230034337122,0,0,1,0,15046273.832487073,2215248.768228875,76219196.413759,36898736.95573852,9110955.435918149,2076605.5632018973,7034349.87271625,0.6055290191679406,TRUE,-0.00610512475770831,-0.0346590008935717,18.543941490581236,-0.7254360307872432,0.32619705697070606,0.5646080114850325,-0.17013703065297298,0.12342353220682024,0.010906750893781236,0.029350049402886214,0.02333389970838396,0.15247130085957059,137.32472437311375,2,0.43367784894746614,0.22306659601021944,0.4015656772364601
1975,16.388409597099926,18.162149670903755,17.43360064079446,14.232917401769344,15.428357092310762,0.4927199418713367,8.589882694340345,0.48260873305510393,0.2821306649032177,0.5431646761289649,4.43141679478368,0.41676761259559536,4.129560327441205,1.5913757696156918,0,1,1,0,13103757.735814266,1518019.9843459616,77218503.65332201,37266324.21654065,6647274.985927782,1630202.7965762084,5017072.189351574,0.5072800581286633,TRUE,-0.0585256394476797,-0.00610512475770831,18.55595286449186,-0.7285490301092956,0.3255132134967449,0.5646080114850325,-0.07188806961369576,0.05237398339348757,0.009912761211300136,0.013025760533352582,0.012012438120418103,0.26861613971867715,160.90475865186065,2,0.1679677426430213,0.4887767023146643,0.2541422069771828
1976,16.422987171700672,18.171384657470455,17.433166642600654,14.262032179649657,15.535673108752777,0.485581282901028,8.465219423341432,0.4779648834047762,0.9921316100397533,1.4668541433587767,4.522531676904537,0.4525524939864302,4.056386135602078,2.5691073676102003,0,0,0,0,13564778.453149129,1562866.4789979763,77934918.44614384,37250154.20827188,6977975.929600753,1392539.6220360966,5585436.307564656,0.514418717098972,TRUE,0.01444080484038815,-0.0585256394476797,18.562050720177517,-0.7382180148698012,0.3233939376852392,0.5646080114850325,-0.0790267285840045,0.05833895469693838,-4.339981938059623e-4,0.009234986566699632,0.006108095511581158,-0.022978092693062644,0.8328057461096161,1,0.4296861643932408,0.530883045293316,0.4273608530836701
1977,16.517011773888736,18.182956191473732,17.454186637973155,14.469313620632851,15.559812166975236,0.5044183129122691,8.80421137718229,0.4825023182745342,2.025352699436308,2.674134587327751,4.402350363800004,0.3517804226676506,4.005881439446321,3.0697182144526782,0,0,0,0,14902086.19033145,1922839.6209153216,78841982.94751085,38041439.54953528,7385201.015331235,1663297.0618253667,5721903.953505868,0.4955816870877308,TRUE,-0.03546193177543928,0.01444080484038815,18.57668760712248,-0.7287695535005767,0.32546479848754173,0.5646080114850325,-0.06018969857276335,0.043864419754207046,0.021019995372501654,0.01157153400327715,0.014646675578829127,0.46708678165910533,187.19073078221675,2,0.136329999302078,0.5204144456556076,0.3157307672346674
1978,16.5959837015192,18.20282962904938,17.491038779758487,14.734908715214932,15.760327472460292,0.4455660672071336,7.7934133604644495,0.4907645247143309,3.179477943807354,4.096523179710406,4.54031155794354,0.26209912745117214,4.150175599962629,3.4549224391379183,0,0,0,0,16126649.363426292,2507780.64606889,80424517.28738278,39469500.0019219,8941161.629336014,1948810.0897087173,6992351.539627297,0.5544339327928663,TRUE,-0.06215517224765709,-0.03546193177543928,18.602118721249106,-0.7117908492908924,0.3292032487883183,0.5646080114850325,-0.11904194427789888,0.08473296661880474,0.03685214178533158,0.0198734375756473,0.025462882161691264,0.476452144085683,0.902995850011378,1,0.5763128182239863,0.38425639146257057,0.4848071219080748
1979,16.67554930097866,18.22339665023136,17.53880045383097,14.88269612441155,15.858744980917612,0.4299995843258176,7.541676904720777,0.5042938241273963,4.664107218465608,5.721234552993572,4.54551625655278,0.4808797841073407,4.102508384484672,3.6175400817458616,0,0,0,0,17462203.461874485,2907185.893682064,82095737.13456845,41400373.22414902,9953463.231855605,2237939.0790297715,7715524.152825831,0.5700004156741824,FALSE,-0.05093948852102387,-0.06215517224765709,18.63172021846521,-0.6845961964003919,0.33523625241227323,0.5646080114850325,-0.1346084271592149,0.09215241723663774,0.04776167407248266,0.02056702118198217,0.02968365470264615,0.5394027381530005,0.9326377925387859,1,0.633352653127318,0.32721655655923876,0.4682220043910247
1980,16.752000091985146,18.251671698961516,17.604331606832698,14.995786719008434,15.798840547506137,0.4640163206762214,8.168697180166621,0.5234362188358552,6.033529968729551,6.824264906264535,4.577490561185294,0.4434962395347264,4.008402375911623,3.6635616461296463,0,0,0,0,18849559.29454296,3255273.058376353,84450126.48452757,44204254.88727083,10103056.144320866,2836154.6993797463,7266901.44494112,0.5359836793237787,FALSE,-0.06009446533683462,-0.05093948852102387,18.672640152636006,-0.6473400921288182,0.3435891915684156,0.5646080114850325,-0.10059169080881109,0.06511703439556936,0.06553115300172863,0.02827504873015485,0.041075843477813484,0.5481517596728517,1,1,0.5087060621041078,0.45186314758244894,0.477547518484127
1981,16.8122688938105,18.29474387714653,17.682954505641963,15.144199753630469,15.576597652971644,0.5415162292349118,9.57560684562773,0.5423794818578844,6.744784565466146,7.080086556150887,4.40729198993932,0.17099500843398718,4.0049149026365995,3.6635616461296463,0,0,0,0,20020531.77748469,3776090.426400716,88167050.77017237,47819999.313663885,9179088.902063452,3360329.400245666,5818759.501817785,0.4584837707650881,FALSE,-0.11885290196168335,-0.06009446533683462,18.728070219194827,-0.6117893715045675,0.35165112622255423,0.5646080114850325,-0.02309178225012065,0.01412730694972164,0.07862289880926454,0.043072178185013854,0.055573629130555,0.4974991078629902,1.0693972621343972,1,0.22472527961682498,0.7358439300697318,0.4790063522292816
1982,16.66622576458749,18.315654048934828,17.69800494058507,14.694184258573497,15.388015901142332,0.6064176749716583,10.73238300770652,0.539210574373371,7.618251199792747,8.300610826377724,4.357924851327437,0.00536800271915396,4.102996422408906,3.930026629867721,0,0,0,1,17300150.599222537,2407704.251138973,90030048.87281406,48545154.36357273,6809033.496182465,1990327.901488888,4818705.594693577,0.3935823250283417,FALSE,-0.07433167339888827,-0.11885290196168335,18.746923719885604,-0.6176491083497595,0.35031631366805627,0.5646080114850325,0.04180966348662585,-0.02582370137291795,0.015050434943105984,0.020910171788298015,0.018857410377625457,0.279593686661535,0.9612595440396378,1,-0.013091302204296024,0.9736605118908528,0.2627982753185243
1983,16.63780534237784,18.33590858186021,17.689615722121665,14.541341256678688,15.532016241273796,0.5702478847140596,10.087465946944452,0.5239846653238024,9.880710165700457,12.72471849990542,4.441340329200761,0.04307900111910704,4.344229385924263,4.366764931757221,0,0,0,0,16815394.135125805,2066446.98202868,91872158.01605144,48139601.9706162,7226451.198937111,1661402.7911176605,5565048.40781945,0.4297521152859404,FALSE,-0.04038280571093368,-0.07433167339888827,18.75723697695055,-0.6462928597385442,0.3438254184877059,0.5646080114850325,0.005639873229027148,-0.003645009797750813,-0.008389218463403125,0.020254532925381596,0.010406083117074885,-0.2771865760164302,0.9102250477598552,1,0.11944466500881606,0.8411245446777408,-0.08059530981656254
1984,16.69499388609253,18.370415067354845,17.68685331819231,14.681137577080897,15.5479128216414,0.5647610479727213,9.988845815322092,0.5048157593915361,11.374280551217796,16.421014572714004,4.392895670596997,-0.11582081630056708,4.383625054925655,4.589828095688821,0,0,0,0,17805071.42309382,2376495.7271630587,95097673.86715928,48006804.449618645,7749460.626958203,2095240.091747332,5654220.53521087,0.4352389520272787,FALSE,-0.08676700176309361,-0.04038280571093368,18.779085539052918,-0.6835617491625356,0.33546682126432203,0.5646080114850325,1.5303648768882905e-4,-1.0460988921026683e-4,-0.0027624039293563385,0.034506485494635086,0.02200400962751717,-0.042114818204331404,0.9563170941129115,1,0.13954992990735773,0.8210192797791991,0.11084997212568122
1985,16.71448548695257,18.405139275243567,17.690905879840734,14.564908734608576,15.7705543941699,0.4814043627812959,8.51647927210861,0.48956727249971904,15.222606802945544,25.668365537161808,4.318497005919471,-0.10895059531137606,4.634846483521249,5.080534421475923,0,0,0,0,18155525.125029195,2115726.339861316,98457867.6698722,48201749.7312776,9415376.121254709,2351147.43535949,7064228.6858952185,0.5185956372187042,FALSE,-0.06310362591151457,-0.08676700176309361,18.80362493187942,-0.7142333954028324,0.32866409026169835,0.5646080114850325,-0.08320364870373659,0.059426824523574256,0.004052561648425268,0.03472420788872199,0.024643539180326225,0.05404789781463149,0.874801233049686,1,0.4449915378581671,0.5155776718283898,0.44880657001411955
1986,16.768937942973665,18.43820238827759,17.691177858632898,14.70792337900471,15.84477790021075,0.4775327906453508,8.448117532636209,0.47377415852166016,18.212421633550672,30.552894742749707,4.424269450167714,-0.0934345480548926,4.62724909606152,5.262327428814881,0,0,0,0,19171549.534458723,2441012.277356758,101767604.88237572,48214861.36791235,10016505.984273072,2407996.101826103,7608509.882446969,0.5224672093546492,FALSE,-0.04653843847116068,-0.06310362591151457,18.82602895356342,-0.7470245296446905,0.3214699862812783,0.5646080114850325,-0.08707522083968167,0.06504732589147075,2.71978792163452e-4,0.03306311303402154,0.022521747559143865,0.0038821596039995405,0.9054818526282876,1,0.4591780331078877,0.5013911765786692,0.4593419112682278
1987,16.831647050468604,18.47672638410554,17.7122595274152,14.85993438996944,15.939639994127266,0.4465858348198765,7.9100442075970285,0.46558208679179913,22.863713447359864,36.130122050199176,4.466318108567517,0.10292076633514272,4.5875326401389955,5.390926933280429,0,0,0,0,20412276.161992937,2841760.720296128,105764595.37584092,49242101.02377428,11296442.771615457,2930831.2533412366,8365611.518274218,0.5534141651801234,FALSE,-0.02316242690875144,-0.04653843847116068,18.85897887652848,-0.7644668566903405,0.31767724987071266,0.5646080114850325,-0.11802217666515596,0.09022404241496383,0.02108166878230122,0.038523995827951296,0.03298296534074363,0.20304925564633036,0.8977949749359054,1,0.5725761118199701,0.3879930978665867,0.5350966682317794
1988,16.902500133513435,18.51693961013958,17.748319595801647,14.987788309359702,16.062417693635712,0.4156336999540685,7.376799741570336,0.4636524607815977,27.99002284973481,42.21815113528691,4.6586522490228734,0.4424381088608115,4.617921093680279,5.501305828458595,0,0,0,0,21911017.12835289,3229339.901199308,110104405.01809712,51050178.32953443,12804060.009538608,3345623.120716643,9458436.888821963,0.5843663000459314,FALSE,-0.00251394540777464,-0.02316242690875144,18.897874607320688,-0.7686200143379338,0.31677770044810044,0.5646080114850325,-0.14897431153096397,0.11450463746491334,0.0360600683864476,0.04021322603404087,0.03889759830483783,0.29366917340085213,169.72406181152195,2,0.3764441816585862,0.2803002632990994,0.3482096766264367
1989,17.003031323349642,18.567444447134623,17.816021643770352,15.243119876712102,16.097297011187077,0.4162439907912031,7.415811949025421,0.4716949459161299,31.71277145023797,47.66123307264188,4.645012335529482,0.4771501724208777,4.55804804664948,5.587076983240443,0,0,0,0,24228285.317068763,4168721.185974847,115808028.0011058,54626061.50463526,14143407.146664148,4349245.54489235,9794161.601771798,0.5837560092087968,FALSE,-0.01591441468802642,-0.00251394540777464,18.953859208135864,-0.7514228033642709,0.3205113581622714,0.5646080114850325,-0.14836402069382937,0.11148410834815196,0.06770204796870516,0.05050483699504227,0.056016738440814076,0.3873712741726986,181.02688278636373,2,0.3747936762334262,0.2819507687242594,0.3388290008537022
1990,17.040067286980953,18.61751311453928,17.87913338800083,15.26443355211135,16.010038396180907,0.4656652389700015,8.32569092169994,0.4778875971551382,38.784733095728505,57.01137812247238,4.535699245555832,0.3803718061518488,4.484811515407555,5.7199947864806395,0,0,0,0,25142426.7771056,4258525.587478859,121753992.80951944,58184723.06778522,13434472.603658954,4458710.559324629,8975762.044334326,0.5343347610299984,FALSE,-0.01007463680999272,-0.01591441468802642,19.008126883534008,-0.7383797265384473,0.3233585545173051,0.5646080114850325,-0.09894277251503097,0.07305733731260437,0.06311174423047916,0.05006866740465554,0.05428625787351203,0.37592796385015115,211.37492511991735,2,0.2411360276600517,0.41560841729763387,0.3067250778445782
1991,17.116396175818338,18.66272634093317,17.931982946302362,15.345993531243897,16.204602737954065,0.4341830271623798,7.78576263864973,0.4815508746614676,47.38727309446691,64.055160186942,4.526444680789626,0.25918236261704836,4.451507486988849,5.855690164671028,0,0,0,0,27136660.99337492,4620407.817017572,127385227.53097336,61342467.73649028,15354383.376192126,4450792.425585477,10903590.95060665,0.5658169728376202,FALSE,-0.00120271928124419,-0.01007463680999272,19.05581576834229,-0.7307433946308066,0.3250316157867352,0.5646080114850325,-0.1304249843226527,0.09530719578860497,0.052849558301531374,0.04521322639389069,0.047695275692514943,0.36015678867451856,200.2003307452092,2,0.3262783208468272,0.3304661241108584,0.32778658662200133
1992,17.23120802859673,18.71385826935004,18.017757505736835,15.57507803888488,16.323979522693133,0.4150036428256035,7.477435000429145,0.4985253872409972,53.46006442261283,67.61330427586262,4.494401688457712,0.23592449967303772,4.3751759572472855,5.893233647818722,0,0,0,0,30438171.75663508,5809923.947927688,134068077.41945724,66836340.21219092,17806219.596680123,5520114.403655992,12286105.193024132,0.5849963571743965,FALSE,-0.02037551329265847,-0.00120271928124419,19.11833981875021,-0.6961007636132059,0.33267730495968123,0.5646080114850325,-0.149604368659429,0.1041397152637001,0.08577455943447276,0.051131928416872086,0.06265674554052014,0.45542182283167965,202.61987020883336,2,0.37814814417189346,0.2785963007857921,0.3328100621907413
1993,17.29857322468766,18.77043112964432,18.121525372376823,15.69389717790742,16.36695063559314,0.4061028796031479,7.359203636523736,0.5226173342125345,59.64352429595805,71.92743371480198,4.408254298987712,0.06163049321976287,4.382887886203898,6.001825272285733,0,0,0,0,32559287.77696921,6542940.092929677,141871337.32345045,74144420.11314893,19336867.25291444,6511306.960389595,12825560.292524844,0.5938971203968522,FALSE,-0.05071872566698,-0.02037551329265847,19.190861914083,-0.6489057572674959,0.3432361647733514,0.5646080114850325,-0.1585051318818846,0.10285489263459863,0.10376786663998772,0.05657286029427766,0.07277189326883315,0.48943188052901776,200.88263420563237,2,0.4022198770127517,0.2545245679449339,0.32993308415037514
1994,17.354053034139593,18.826389095293283,18.22397968788293,15.746208428822158,16.418779024387785,0.4066280414062997,7.410381167112026,0.5474909169852625,67.70963269935059,72.91662524445756,4.546247866576577,0.24173470756348223,4.3491203482157434,6.040855532260051,0,0,0,0,34416719.42753583,6894319.908071816,150036490.9228183,82143615.9965848,20421916.21508679,6914100.410267169,13507815.804819625,0.5933719585937003,FALSE,-0.02900057289760535,-0.05071872566698,19.263023951376265,-0.6024094074103523,0.3537926529816759,0.5646080114850325,-0.15797997007873277,0.0951686201578346,0.10245431550610817,0.0559579656489646,0.07240803261888759,0.5006016981998832,0.9842057789367068,1,0.7189923547689473,0.2415768549176095,0.4799973447964215
1995,17.453848714851386,18.855425506883467,18.38027751946655,15.960345699819564,16.509143397488582,0.3866670095911675,7.107046943907893,0.6217930321112852,74.58567984751008,72.68539008938602,4.674101568414952,0.42625248850285946,4.248000144288217,5.983387153752178,0,0,0,0,38028586.63929618,8540633.128295971,154456877.74283844,96040210.3421616,23324186.7645009,8538895.700875174,14785291.063625729,0.6133329904088325,FALSE,-0.01821780719410252,-0.02900057289760535,19.338957854010452,-0.47514798741691777,0.38339851004404774,0.5646080114850325,-0.17794100189386497,0.0845483089288199,0.15629783158361832,0.029036411590183775,0.07782825040175637,0.7699563518765988,202.55728178221452,2,0.45478335485897675,0.20196109009870883,0.26012124621098126
1996,17.524966669638847,18.88826612915218,18.53811479982044,16.137672085052216,16.53000035607522,0.4024880657943085,7.461369969252575,0.7045814578094843,76.53059609353012,76.64560542420841,4.4950794959548634,0.16515043337748284,4.245134092933446,6.021554858558915,0,0,0,0,40831592.66004995,10197693.090250194,159613548.40811086,112460746.62353145,24397363.90700536,9300458.270126289,15096905.636879072,0.5975119342056915,FALSE,-0.03951173633186956,-0.01821780719410252,19.42158573046206,-0.3501513293317373,0.41334572459501273,0.5646080114850325,-0.16211994569072397,0.056766514494796055,0.15783728035389188,0.03284062226871143,0.0845074564768854,0.7720190351940189,214.47225291896058,2,0.411995986105992,0.2447484588516936,0.28287771147654317
1997,17.588881477612897,18.92184660620563,18.70204658787589,16.248929883473384,16.58521303834912,0.3972574387492811,7.429527126869308,0.8026793030606145,79.83806379424607,75.91188821351986,4.494690054593319,0.1461694066439546,4.2026927883683465,6.038464526950168,0,0,0,0,43526542.29192956,11397788.273816165,165064457.3531029,132493823.58826716,26235299.58342536,10281412.874037797,15953886.70938756,0.6027425612507189,FALSE,-0.04297668785144207,-0.03951173633186956,19.511120666087535,-0.21980001832973883,0.44527016075339326,0.5646080114850325,-0.16735057273575138,0.03678365895481044,0.16393178805545006,0.033580477053451574,0.091622026257727,0.7966854325477817,1.0413045492440798,1,0.7533287962487761,0.20724041343778066,0.3182681367796796
