"variable_id","provenance_status","source_identifier_status","provider_release_commit","provider_v1_commit_preserved","s21_lineage_preserved","s22_lineage_preserved","s23_lineage_preserved","source_dataset","source_table","source_line","source_vintage_or_retrieval_date","transformation_status","candidate_status","object_admissibility","s21_intake_status"
"CORP_PROFITS_IVA_CC","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","11","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"CORP_TAX","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","12","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"CORP_TRANSFERS_NET","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","10","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"CORP_UNDISTRIBUTED","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","15","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_AFTER_TAX","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","29","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_CFC","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","18","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_COMP","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","20","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_DIVIDENDS_NET","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","30","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_GVA","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","17","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_NET_INT","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","25","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_NOS","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","24","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_NVA","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","19","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_PAT","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","33","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_PBT","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","32","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_PROFITS_IVA_CC","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","27","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_RETAINED","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","34","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_TAX","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","28","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_TRANSFERS_NET","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","26","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
"NFC_UNDISTRIBUTED","PASS","PASS","af67374e28232d02d65765d3836dc2ab3e3da8eb","af67374e28232d02d65765d3836dc2ab3e3da8eb","3a0f5064d92fc09f97a55850b4086670d9cedc4b","d6f47bcdaa80bc146196f99a1ccf9207d6957e57","96be02bd0acb4ca10ecc626d07482f6176e7c3b3","NIPA","T11400","31","2026-06-09; BEA API snapshot downloaded 2026-06-09; release vintage not separately exposed in API observation rows","source_level_staged_observation","READY_AS_BASELINE","eligible_for_model_input_preparation_only","imported_from_provider_v1"
